Time (ms),EMG Value,Label
2002,0.22,idle
2002,0.0,idle
2002,-0.32,idle
2003,-0.64,idle
2003,-0.66,idle
2014,-0.24,idle
2014,0.32,idle
2014,0.59,idle
2014,0.44,idle
2014,0.18,idle
2022,0.08,idle
2023,0.06,idle
2023,-0.12,idle
2023,-0.47,idle
2023,-0.66,idle
2034,-0.4,idle
2034,0.17,idle
2034,0.6,idle
2034,0.62,idle
2034,0.31,idle
2042,-0.03,idle
2042,-0.21,idle
2042,-0.26,idle
2042,-0.28,idle
2052,-0.27,idle
2052,-0.19,idle
2052,-0.03,idle
2052,0.15,idle
2052,0.31,idle
2062,0.44,idle
2062,0.44,idle
2062,0.18,idle
2062,-0.28,idle
2062,-0.67,idle
2072,-0.71,idle
2072,-0.32,idle
2072,0.25,idle
2072,0.61,idle
2072,0.56,idle
2082,0.28,idle
2082,0.04,idle
2082,-0.09,idle
2082,-0.25,idle
2082,-0.47,idle
2092,-0.53,idle
2092,-0.22,idle
2092,0.28,idle
2092,0.56,idle
2092,0.42,idle
2102,0.1,idle
2102,-0.05,idle
2102,-0.0,idle
2102,-0.04,idle
2102,-0.28,idle
2112,-0.5,idle
2112,-0.38,idle
2113,0.04,idle
2113,0.42,idle
2113,0.51,idle
2122,0.37,idle
2122,0.15,idle
2122,-0.09,idle
2122,-0.32,idle
2122,-0.49,idle
2130,-0.45,idle
2131,-0.16,idle
2131,0.22,idle
2131,0.46,idle
2131,0.44,idle
2140,0.25,idle
2140,0.02,idle
2140,-0.16,idle
2140,-0.28,idle
2150,-0.33,idle
2150,-0.29,idle
2151,-0.13,idle
2151,0.1,idle
2151,0.3,idle
2160,0.37,idle
2160,0.3,idle
2160,0.13,idle
2160,-0.1,idle
2161,-0.33,idle
2170,-0.43,idle
2171,-0.29,idle
2171,0.03,idle
2171,0.27,idle
2171,0.26,idle
2180,0.09,idle
2180,-0.01,idle
2181,0.09,idle
2181,0.23,idle
2181,0.15,idle
2190,-0.22,idle
2190,-0.59,idle
2190,-0.58,idle
2190,-0.12,idle
2191,0.44,idle
2200,0.7,idle
2200,0.52,idle
2200,0.09,idle
2200,-0.29,idle
2201,-0.43,idle
2210,-0.35,idle
2210,-0.2,idle
2210,-0.06,idle
2210,0.08,idle
2210,0.2,idle
2220,0.27,idle
2220,0.29,idle
2220,0.25,idle
2221,0.09,idle
2221,-0.2,idle
2230,-0.51,idle
2230,-0.58,idle
2230,-0.29,idle
2231,0.24,idle
2231,0.62,idle
2240,0.58,idle
2240,0.18,idle
2240,-0.21,idle
2240,-0.32,idle
2240,-0.21,idle
2250,-0.13,idle
2250,-0.16,idle
2250,-0.13,idle
2250,0.07,idle
2250,0.3,idle
2258,0.32,idle
2258,0.12,idle
2259,-0.08,idle
2259,-0.1,idle
2259,-0.02,idle
2268,-0.02,idle
2268,-0.15,idle
2268,-0.3,idle
2269,-0.27,idle
2278,0.02,idle
2278,0.39,idle
2278,0.58,idle
2278,0.41,idle
2279,-0.04,idle
2288,-0.49,idle
2288,-0.64,idle
2288,-0.4,idle
2288,0.06,idle
2289,0.41,idle
2298,0.44,idle
2298,0.21,idle
2298,-0.03,idle
2298,-0.13,idle
2298,-0.09,idle
2306,-0.06,idle
2307,-0.09,idle
2307,-0.14,idle
2307,-0.12,idle
2307,-0.01,idle
2318,0.09,idle
2319,0.15,idle
2319,0.17,idle
2319,0.18,idle
2319,0.14,idle
2333,-0.02,idle
2333,-0.25,idle
2333,-0.42,idle
2333,-0.37,idle
2337,-0.07,idle
2337,0.32,idle
2337,0.55,idle
2337,0.45,idle
2343,0.07,idle
2343,-0.32,idle
2347,-0.45,idle
2348,-0.28,idle
2348,-0.01,idle
2348,0.12,idle
2358,0.1,idle
2358,0.07,idle
2358,0.1,idle
2358,0.16,idle
2358,0.15,idle
2358,0.04,idle
2367,-0.11,idle
2367,-0.24,idle
2367,-0.28,idle
2367,-0.2,idle
2376,0.01,idle
2376,0.24,idle
2376,0.36,idle
2376,0.27,idle
2376,0.05,idle
2376,-0.14,idle
2386,-0.21,idle
2386,-0.2,idle
2386,-0.17,idle
2386,-0.1,idle
2396,0.03,idle
2396,0.18,idle
2396,0.25,idle
2396,0.22,idle
2396,0.1,idle
2406,-0.06,idle
2406,-0.2,idle
2406,-0.25,idle
2406,-0.21,idle
2406,-0.08,idle
2416,0.09,idle
2416,0.23,idle
2416,0.25,idle
2416,0.14,idle
2416,-0.04,idle
2426,-0.13,idle
2426,-0.09,idle
2426,-0.03,idle
2426,-0.1,idle
2426,-0.2,idle
2436,-0.13,idle
2436,0.13,idle
2436,0.34,idle
2436,0.28,idle
2436,0.04,idle
2444,-0.15,idle
2444,-0.13,idle
2444,-0.05,idle
2444,-0.1,idle
2454,-0.24,idle
2454,-0.19,idle
2454,0.11,idle
2454,0.41,idle
2454,0.4,idle
2454,0.1,idle
2464,-0.21,idle
2464,-0.3,idle
2464,-0.19,idle
2464,-0.09,idle
2474,-0.04,idle
2474,0.03,idle
2474,0.13,idle
2474,0.2,idle
2474,0.16,idle
2484,0.06,idle
2484,-0.03,idle
2484,-0.08,idle
2484,-0.14,idle
2484,-0.24,idle
2494,-0.24,idle
2494,-0.04,idle
2494,0.26,idle
2494,0.38,idle
2494,0.24,idle
2502,-0.02,idle
2503,-0.19,idle
2503,-0.19,idle
2503,-0.11,idle
2503,-0.07,idle
2512,-0.08,idle
2513,-0.03,idle
2513,0.09,idle
2513,0.21,idle
2513,0.22,idle
2522,0.12,idle
2522,-0.03,idle
2522,-0.15,idle
2523,-0.19,idle
2532,-0.18,idle
2532,-0.15,idle
2532,-0.05,idle
2532,0.13,idle
2532,0.31,idle
2542,0.32,idle
2542,0.12,idle
2542,-0.15,idle
2542,-0.28,idle
2542,-0.23,idle
2552,-0.13,idle
2553,-0.06,idle
2553,0.02,idle
2553,0.17,idle
2553,0.3,idle
2562,0.27,idle
2562,0.03,idle
2562,-0.25,idle
2562,-0.31,idle
2562,-0.12,idle
2572,0.08,idle
2572,0.08,idle
2572,-0.03,idle
2572,-0.05,idle
2572,0.08,idle
2582,0.2,idle
2582,0.15,idle
2582,-0.03,idle
2582,-0.13,idle
2582,-0.1,idle
2590,-0.07,idle
2591,-0.13,idle
2591,-0.16,idle
2591,-0.02,idle
2601,0.24,idle
2601,0.36,idle
2601,0.21,idle
2602,-0.08,idle
2602,-0.23,idle
2610,-0.18,idle
2610,-0.1,idle
2610,-0.11,idle
2610,-0.11,idle
2610,0.04,idle
2620,0.27,idle
2620,0.36,idle
2620,0.17,idle
2620,-0.13,idle
2621,-0.26,idle
2630,-0.18,idle
2630,-0.07,idle
2630,-0.07,idle
2630,-0.09,idle
2630,0.03,idle
2640,0.25,idle
2640,0.33,idle
2640,0.18,idle
2640,-0.08,idle
2640,-0.25,idle
2648,-0.25,idle
2649,-0.16,idle
2649,-0.07,idle
2649,0.03,idle
2649,0.17,idle
2658,0.27,idle
2659,0.22,idle
2659,0.02,idle
2659,-0.16,idle
2659,-0.2,idle
2668,-0.12,idle
2669,-0.05,idle
2669,-0.0,idle
2669,0.03,idle
2680,0.05,idle
2680,0.07,idle
2680,0.09,idle
2681,0.13,idle
2681,0.11,idle
2681,0.0,idle
2689,-0.17,idle
2689,-0.28,idle
2689,-0.23,idle
2689,-0.03,idle
2698,0.17,idle
2698,0.23,idle
2699,0.2,idle
2699,0.14,idle
2699,0.05,idle
2699,-0.11,idle
2708,-0.25,idle
2708,-0.28,idle
2708,-0.16,idle
2709,0.03,idle
2719,0.18,idle
2719,0.24,idle
2719,0.23,idle
2719,0.14,idle
2719,-0.03,idle
2729,-0.19,idle
2729,-0.25,idle
2729,-0.19,idle
2729,-0.08,idle
2729,0.01,idle
2738,0.09,idle
2738,0.18,idle
2738,0.25,idle
2738,0.2,idle
2739,0.01,idle
2748,-0.21,idle
2748,-0.29,idle
2748,-0.2,idle
2749,-0.04,idle
2749,0.09,idle
2758,0.12,idle
2759,0.1,idle
2759,0.09,idle
2759,0.13,idle
2759,0.14,idle
2759,0.02,idle
2768,-0.19,idle
2769,-0.35,idle
2769,-0.3,idle
2769,-0.03,idle
2778,0.24,idle
2778,0.33,idle
2778,0.23,idle
2779,0.06,idle
2779,-0.03,idle
2788,-0.07,idle
2788,-0.15,idle
2788,-0.28,idle
2788,-0.31,idle
2788,-0.1,idle
2798,0.27,idle
2798,0.5,idle
2798,0.35,idle
2798,-0.06,idle
2798,-0.33,idle
2808,-0.24,idle
2808,0.02,idle
2808,0.09,idle
2808,-0.09,idle
2808,-0.25,idle
2818,-0.13,idle
2818,0.18,idle
2818,0.39,idle
2819,0.33,idle
2819,0.11,idle
2826,-0.13,idle
2826,-0.32,idle
2826,-0.41,idle
2826,-0.33,idle
2836,-0.04,idle
2836,0.31,idle
2837,0.49,idle
2837,0.38,idle
2837,0.09,idle
2837,-0.19,idle
2846,-0.31,idle
2846,-0.28,idle
2847,-0.2,idle
2847,-0.06,idle
2856,0.13,idle
2856,0.26,idle
2857,0.23,idle
2857,0.05,idle
2857,-0.07,idle
2866,-0.03,idle
2866,0.07,idle
2866,0.04,idle
2866,-0.16,idle
2866,-0.32,idle
2876,-0.27,idle
2876,-0.02,idle
2876,0.24,idle
2876,0.37,idle
2876,0.34,idle
2886,0.2,idle
2886,-0.03,idle
2886,-0.29,idle
2886,-0.49,idle
2886,-0.46,idle
2896,-0.16,idle
2896,0.26,idle
2896,0.53,idle
2896,0.48,idle
2896,0.18,idle
2904,-0.11,idle
2904,-0.22,idle
2904,-0.23,idle
2904,-0.27,idle
2904,-0.3,idle
2916,-0.14,idle
2916,0.17,idle
2916,0.39,idle
2916,0.36,idle
2916,0.2,idle
2924,0.06,idle
2924,-0.05,idle
2924,-0.22,idle
2924,-0.43,idle
2934,-0.47,idle
2935,-0.2,idle
2935,0.23,idle
2935,0.51,idle
2935,0.49,idle
2935,0.26,idle
2944,-0.02,idle
2944,-0.25,idle
2944,-0.37,idle
2944,-0.34,idle
2954,-0.18,idle
2954,-0.02,idle
2954,0.08,idle
2954,0.17,idle
2955,0.31,idle
2964,0.43,idle
2964,0.33,idle
2964,-0.03,idle
2964,-0.46,idle
2964,-0.67,idle
2974,-0.48,idle
2974,-0.01,idle
2974,0.4,idle
2974,0.48,idle
2974,0.29,idle
2985,0.11,idle
2986,0.06,idle
2986,0.04,idle
2986,-0.14,idle
2986,-0.42,idle
2994,-0.54,idle
2994,-0.3,idle
2994,0.14,idle
2995,0.45,idle
2995,0.48,idle
3004,0.36,idle
3004,0.21,idle
3004,-0.0,idle
3004,-0.33,idle
3004,-0.61,idle
3014,-0.57,idle
3014,-0.16,idle
3014,0.3,idle
3014,0.44,idle
3014,0.29,idle
3024,0.19,idle
3024,0.3,idle
3024,0.31,idle
3024,-0.1,idle
3024,-0.72,idle
3034,-0.95,idle
3034,-0.46,idle
3034,0.34,idle
3034,0.75,idle
3034,0.58,idle
3044,0.24,idle
3044,0.12,idle
3044,0.14,idle
3044,-0.07,idle
3044,-0.59,idle
3054,-0.96,idle
3054,-0.66,idle
3054,0.17,idle
3055,0.86,idle
3055,0.9,idle
3064,0.46,idle
3064,0.02,idle
3064,-0.2,idle
3064,-0.36,idle
3064,-0.56,idle
3074,-0.63,idle
3074,-0.32,idle
3074,0.22,idle
3074,0.54,idle
3074,0.5,idle
3084,0.34,idle
3084,0.31,idle
3084,0.28,idle
3084,-0.11,idle
3084,-0.81,idle
3094,-1.16,idle
3094,-0.66,idle
3094,0.36,idle
3094,1.02,idle
3094,0.87,idle
3103,0.31,idle
3103,-0.03,idle
3103,-0.05,idle
3103,-0.16,idle
3112,-0.58,idle
3112,-0.91,idle
3113,-0.58,idle
3113,0.26,idle
3113,0.83,idle
3122,0.69,idle
3122,0.25,idle
3122,0.11,idle
3123,0.24,idle
3123,0.05,idle
3123,-0.65,idle
3133,-1.18,idle
3133,-0.83,idle
3133,0.19,idle
3133,0.93,idle
3133,0.88,idle
3142,0.42,idle
3143,0.18,idle
3143,0.18,idle
3143,-0.08,idle
3143,-0.76,idle
