Time (ms),EMG Value,Label
2001,-4.76,idle
2001,-2.41,idle
2002,1.17,idle
2002,2.49,idle
2002,1.71,idle
2012,1.39,idle
2012,2.13,idle
2012,1.56,idle
2012,-1.6,idle
2012,-4.7,idle
2021,-3.96,idle
2022,0.42,idle
2022,3.88,idle
2022,2.77,idle
2022,-1.28,idle
2032,-3.1,idle
2032,-0.12,idle
2032,4.37,idle
2032,4.79,idle
2041,-0.18,idle
2041,-5.87,idle
2041,-6.8,idle
2041,-2.39,idle
2041,3.12,idle
2051,5.63,idle
2051,4.61,idle
2051,1.84,idle
2051,-1.22,idle
2051,-3.75,idle
2062,-4.49,idle
2062,-2.44,idle
2062,1.24,idle
2062,3.48,idle
2062,2.3,idle
2071,-0.73,idle
2071,-2.08,idle
2071,-0.22,idle
2071,2.63,idle
2071,3.03,idle
2081,0.16,idle
2081,-3.43,idle
2081,-4.61,idle
2081,-2.65,idle
2081,0.65,idle
2091,3.18,idle
2091,4.16,idle
2091,3.62,idle
2091,1.41,idle
2091,-2.06,idle
2101,-4.89,idle
2101,-4.73,idle
2101,-1.43,idle
2101,2.26,idle
2101,3.36,idle
2111,1.73,idle
2111,0.02,idle
2111,0.33,idle
2111,1.68,idle
2111,1.38,idle
2121,-1.35,idle
2121,-4.1,idle
2121,-4.0,idle
2121,-1.0,idle
2121,2.24,idle
2131,3.33,idle
2131,2.42,idle
2131,1.24,idle
2131,0.64,idle
2131,-0.05,idle
2141,-1.56,idle
2141,-3.22,idle
2141,-3.48,idle
2141,-1.71,idle
2141,1.09,idle
2151,3.38,idle
2151,4.27,idle
2151,3.49,idle
2151,0.97,idle
2151,-2.63,idle
2161,-5.24,idle
2161,-4.66,idle
2161,-0.99,idle
2161,2.82,idle
2161,3.74,idle
2171,1.66,idle
2171,-0.61,idle
2171,-0.67,idle
2171,0.99,idle
2171,1.84,idle
2179,0.41,idle
2180,-2.23,idle
2180,-3.72,idle
2180,-2.86,idle
2191,-0.4,idle
2191,2.03,idle
2191,3.33,idle
2191,3.31,idle
2191,2.15,idle
2191,0.13,idle
2200,-2.14,idle
2200,-3.65,idle
2200,-3.61,idle
2200,-1.97,idle
2210,0.45,idle
2210,2.55,idle
2210,3.61,idle
2210,3.41,idle
2210,2.01,idle
2210,-0.33,idle
2219,-2.85,idle
2219,-4.4,idle
2219,-4.04,idle
2220,-1.75,idle
2229,1.41,idle
2230,3.96,idle
2230,4.83,idle
2230,3.67,idle
2230,0.76,idle
2239,-2.76,idle
2239,-4.99,idle
2239,-4.39,idle
2239,-1.37,idle
2239,1.81,idle
2250,3.02,idle
2250,2.17,idle
2250,0.89,idle
