Time (ms),EMG Value,Label
2006,0.31,idle
2007,-0.64,idle
2007,-1.1,idle
2007,-0.42,idle
2014,0.68,idle
2016,0.98,idle
2018,0.21,idle
2020,-0.62,idle
2022,-0.5,idle
2024,0.34,idle
2027,0.73,idle
2028,0.05,idle
2030,-0.98,idle
2032,-1.09,idle
2033,0.06,idle
2036,1.39,idle
2038,1.48,idle
2039,0.13,idle
2042,-1.34,idle
2043,-1.53,idle
2046,-0.42,idle
2048,0.84,idle
2050,1.22,idle
2051,0.65,idle
2054,-0.19,idle
2056,-0.72,idle
2057,-0.75,idle
2057,-0.37,idle
2062,0.23,idle
2064,0.73,idle
2066,0.76,idle
2068,0.18,idle
2071,-0.66,idle
2072,-1.02,idle
2073,-0.46,idle
2076,0.58,idle
2078,1.11,idle
2080,0.6,idle
2082,-0.42,idle
2084,-0.97,idle
2086,-0.61,idle
2088,0.19,idle
2089,0.68,idle
2089,0.54,idle
2094,0.03,idle
2096,-0.4,idle
2098,-0.5,idle
2100,-0.22,idle
2102,0.26,idle
2104,0.59,idle
2106,0.42,idle
2108,-0.2,idle
2110,-0.71,idle
2112,-0.57,idle
2113,0.13,idle
2116,0.67,idle
2118,0.48,idle
2120,-0.15,idle
2122,-0.41,idle
2124,-0.02,idle
2124,0.44,idle
2128,0.21,idle
2130,-0.62,idle
2133,-1.08,idle
2133,-0.36,idle
2136,1.03,idle
2138,1.64,idle
2140,0.7,idle
2142,-0.88,idle
2144,-1.57,idle
2146,-0.93,idle
2148,0.21,idle
2150,0.86,idle
2152,0.82,idle
2154,0.45,idle
2156,0.05,idle
2158,-0.33,idle
2160,-0.68,idle
2160,-0.76,idle
2164,-0.32,idle
2166,0.48,idle
2168,1.03,idle
2169,0.79,idle
2172,-0.08,idle
2174,-0.86,idle
2176,-0.92,idle
2176,-0.29,idle
2180,0.47,idle
2182,0.75,idle
2184,0.45,idle
2186,-0.08,idle
2188,-0.43,idle
2190,-0.43,idle
2190,-0.14,idle
2194,0.17,idle
2196,0.29,idle
2198,0.17,idle
2198,-0.06,idle
2202,-0.21,idle
2204,-0.14,idle
2206,0.1,idle
2208,0.3,idle
2210,0.21,idle
2212,-0.18,idle
2214,-0.5,idle
2216,-0.39,idle
2218,0.09,idle
2220,0.56,idle
2221,0.67,idle
2224,0.29,idle
2226,-0.4,idle
2228,-0.91,idle
2228,-0.72,idle
2232,0.11,idle
2234,0.8,idle
2236,0.69,idle
2236,0.04,idle
2240,-0.27,idle
2242,0.01,idle
2244,0.13,idle
2246,-0.4,idle
2248,-0.91,idle
2250,-0.46,idle
2251,0.76,idle
2254,1.42,idle
2256,0.64,idle
2258,-0.82,idle
2259,-1.37,idle
2262,-0.46,idle
2264,0.77,idle
2266,0.94,idle
2267,0.05,idle
2270,-0.72,idle
2272,-0.49,idle
2275,0.3,idle
2276,0.61,idle
2278,0.13,idle
2280,-0.44,idle
2281,-0.37,idle
2281,0.18,idle
2281,0.45,idle
2288,0.09,idle
2290,-0.45,idle
2292,-0.47,idle
2294,0.11,idle
2296,0.64,idle
2298,0.47,idle
2300,-0.22,idle
2302,-0.63,idle
2304,-0.3,idle
2306,0.34,idle
2306,0.52,idle
2310,0.02,idle
2312,-0.6,idle
2314,-0.56,idle
2314,0.22,idle
2318,0.96,idle
2320,0.77,idle
2322,-0.29,idle
2324,-1.18,idle
2326,-0.93,idle
2328,0.31,idle
2330,1.28,idle
2332,0.92,idle
2334,-0.43,idle
2336,-1.35,idle
2336,-0.94,idle
2340,0.35,idle
2342,1.31,idle
2344,1.18,idle
2344,0.16,idle
2348,-0.96,idle
2350,-1.4,idle
2352,-0.86,idle
2354,0.3,idle
2356,1.23,idle
2358,1.2,idle
2360,0.26,idle
2362,-0.67,idle
2364,-0.81,idle
2366,-0.32,idle
2368,-0.03,idle
2370,-0.15,idle
2372,-0.01,idle
2373,0.71,idle
2376,1.05,idle
2378,0.1,idle
2380,-1.26,idle
2381,-1.29,idle
2384,0.29,idle
2386,1.69,idle
2388,1.07,idle
2390,-1.05,idle
2392,-2.11,idle
2394,-0.65,idle
2397,1.67,idle
2398,2.07,idle
2400,0.25,idle
2403,-1.43,idle
2404,-1.24,idle
2406,-0.13,idle
2408,0.31,idle
2409,0.1,idle
2412,0.16,idle
2414,0.61,idle
2416,0.72,idle
2418,0.16,idle
2421,-0.59,idle
2422,-0.94,idle
2423,-0.8,idle
2426,-0.32,idle
2428,0.42,idle
2430,1.13,idle
2432,1.35,idle
2434,0.74,idle
2436,-0.61,idle
2437,-1.86,idle
2440,-1.75,idle
2442,-0.12,idle
2444,1.44,idle
2446,1.47,idle
2448,0.42,idle
2450,-0.28,idle
2451,-0.23,idle
2454,-0.12,idle
2456,-0.53,idle
2458,-1.08,idle
2460,-0.82,idle
2462,0.58,idle
2463,2.01,idle
2464,1.82,idle
2468,-0.23,idle
2470,-2.31,idle
2472,-2.28,idle
2473,-0.1,idle
2476,2.02,idle
2478,2.04,idle
2480,0.26,idle
2482,-1.28,idle
2484,-1.35,idle
2486,-0.49,idle
2487,0.3,idle
2490,0.82,idle
2492,1.13,idle
2494,0.7,idle
2495,-0.88,idle
2498,-2.29,idle
2500,-1.49,idle
2502,1.31,idle
2503,3.15,idle
2506,1.87,idle
2508,-1.21,idle
2510,-2.91,idle
2512,-1.91,idle
2514,0.26,idle
2516,1.58,idle
2518,1.66,idle
2520,1.2,idle
2522,0.36,idle
2524,-1.09,idle
2525,-2.53,idle
2528,-2.38,idle
2530,0.05,idle
2532,3.04,idle
2533,3.73,idle
2536,1.17,idle
2538,-2.38,idle
2540,-3.67,idle
2542,-1.86,idle
2544,0.95,idle
2546,2.28,idle
2548,1.67,idle
2550,0.45,idle
2552,-0.38,idle
2554,-0.89,idle
2556,-1.26,idle
2558,-1.04,idle
2560,0.11,idle
2560,1.35,idle
2564,1.41,idle
2566,0.22,idle
2568,-0.89,idle
2569,-0.9,idle
2572,-0.24,idle
2574,0.2,idle
2576,0.21,idle
2578,0.19,idle
2580,0.28,idle
2582,0.26,idle
2584,0.01,idle
2586,-0.29,idle
2588,-0.48,idle
2590,-0.48,idle
2592,-0.15,idle
2594,0.55,idle
2596,1.03,idle
2596,0.55,idle
2600,-0.58,idle
2602,-1.12,idle
2604,-0.48,idle
2604,0.52,idle
2608,0.69,idle
2610,0.03,idle
2612,-0.41,idle
2614,-0.03,idle
2616,0.48,idle
2618,0.18,idle
2620,-0.64,idle
2622,-0.79,idle
2624,0.16,idle
2626,1.18,idle
2627,0.97,idle
2630,-0.36,idle
2632,-1.41,idle
2634,-1.16,idle
2635,0.03,idle
2638,1.1,idle
2640,1.36,idle
2642,0.74,idle
2642,-0.37,idle
2646,-1.26,idle
2648,-1.33,idle
2650,-0.46,idle
2651,0.72,idle
2654,1.36,idle
2656,1.02,idle
2658,0.01,idle
2658,-0.94,idle
2662,-1.24,idle
2664,-0.75,idle
2666,0.3,idle
2667,1.39,idle
2670,1.6,idle
2672,0.32,idle
2674,-1.68,idle
2676,-2.42,idle
2678,-0.79,idle
2680,1.87,idle
2682,2.9,idle
2684,1.14,idle
2686,-1.69,idle
2687,-2.82,idle
2690,-1.3,idle
2692,1.17,idle
2693,2.21,idle
2693,1.14,idle
2698,-0.65,idle
2700,-1.41,idle
2702,-0.73,idle
2703,0.39,idle
2706,0.82,idle
2708,0.34,idle
2710,-0.38,idle
2712,-0.6,idle
2714,-0.2,idle
2716,0.36,idle
2718,0.6,idle
2720,0.4,idle
2722,-0.16,idle
2724,-0.77,idle
2725,-0.9,idle
2728,-0.13,idle
2730,1.09,idle
2732,1.5,idle
2733,0.39,idle
2736,-1.35,idle
2738,-1.93,idle
2740,-0.67,idle
2742,1.22,idle
2744,1.93,idle
2746,0.99,idle
2748,-0.55,idle
2750,-1.4,idle
2752,-1.15,idle
2754,-0.3,idle
2754,0.45,idle
2758,0.74,idle
2760,0.73,idle
2762,0.63,idle
2763,0.32,idle
2766,-0.44,idle
2768,-1.34,idle
2770,-1.54,idle
2771,-0.5,idle
2774,1.25,idle
2776,2.25,idle
2778,1.51,idle
2780,-0.44,idle
2782,-1.95,idle
2784,-1.84,idle
2784,-0.43,idle
2788,0.91,idle
2790,1.18,idle
2792,0.66,idle
2793,0.22,idle
2796,0.05,idle
2798,-0.35,idle
2800,-0.95,idle
2802,-0.92,idle
2804,0.1,idle
2806,1.16,idle
2808,1.03,idle
2810,-0.19,idle
2812,-1.12,idle
2814,-0.67,idle
2815,0.53,idle
2818,1.0,idle
2820,0.27,idle
2822,-0.69,idle
2822,-0.82,idle
2826,-0.11,idle
2828,0.56,idle
2830,0.57,idle
2830,0.14,idle
2834,-0.2,idle
2836,-0.35,idle
2839,-0.4,idle
2840,-0.23,idle
2842,0.26,idle
2845,0.75,idle
2846,0.71,idle
2848,0.01,idle
2850,-0.88,idle
2851,-1.31,idle
2854,-0.81,idle
2856,0.55,idle
2858,1.87,idle
2858,1.89,idle
2862,0.24,idle
2864,-1.86,idle
2866,-2.58,idle
2866,-1.22,idle
2870,1.06,idle
2872,2.37,idle
2874,1.86,idle
2876,0.19,idle
2878,-1.29,idle
2880,-1.74,idle
2882,-1.19,idle
2884,-0.11,idle
2886,0.97,idle
2887,1.54,idle
2890,1.15,idle
2892,-0.12,idle
2894,-1.4,idle
2896,-1.54,idle
2898,-0.28,idle
2900,1.17,idle
2901,1.32,idle
2904,0.15,idle
2906,-0.87,idle
2908,-0.67,idle
2909,0.22,idle
2912,0.5,idle
2914,-0.11,idle
2916,-0.61,idle
2918,-0.14,idle
2920,0.76,idle
2922,0.85,idle
2925,-0.11,idle
2926,-1.04,idle
2928,-0.86,idle
2931,0.23,idle
2932,1.02,idle
2933,0.7,idle
2936,-0.32,idle
2937,-0.92,idle
2940,-0.48,idle
2942,0.44,idle
2944,0.79,idle
2944,0.25,idle
2948,-0.48,idle
2950,-0.59,idle
2952,-0.05,idle
2954,0.45,idle
2956,0.38,idle
2958,-0.08,idle
2960,-0.37,idle
2962,-0.2,idle
2964,0.16,idle
2966,0.27,idle
2966,-0.03,idle
2970,-0.35,idle
2973,-0.18,idle
2974,0.4,idle
2974,0.64,idle
2978,0.08,idle
2980,-0.68,idle
2982,-0.69,idle
2984,0.08,idle
2986,0.64,idle
2988,0.26,idle
2990,-0.48,idle
2992,-0.43,idle
2994,0.55,idle
2996,1.14,idle
2998,0.22,idle
3000,-1.41,idle
3002,-1.72,idle
3004,0.0,idle
3006,1.93,idle
3008,1.84,idle
3009,-0.19,idle
3012,-1.86,idle
3014,-1.45,idle
3016,0.28,idle
3017,1.25,idle
3020,0.67,idle
3022,-0.29,idle
3025,-0.37,idle
3026,0.19,idle
3028,0.25,idle
3030,-0.38,idle
3032,-0.73,idle
3034,-0.16,idle
3036,0.66,idle
3038,0.72,idle
3040,0.06,idle
3042,-0.43,idle
3044,-0.28,idle
3046,0.05,idle
3048,-0.01,idle
3050,-0.31,idle
3051,-0.24,idle
3054,0.3,idle
3056,0.72,idle
3058,0.49,idle
3058,-0.22,idle
3062,-0.75,idle
3064,-0.67,idle
3066,-0.11,idle
3066,0.44,idle
3070,0.64,idle
3072,0.41,idle
3074,-0.05,idle
3076,-0.43,idle
3078,-0.48,idle
3080,-0.2,idle
3081,0.13,idle
3081,0.31,idle
3081,0.34,idle
3088,0.28,idle
3090,-0.02,idle
3092,-0.54,idle
3094,-0.78,idle
3097,-0.28,idle
3098,0.65,idle
3100,1.12,idle
3102,0.63,idle
3104,-0.36,idle
3106,-1.07,idle
3108,-1.02,idle
3110,-0.33,idle
3112,0.6,idle
3112,1.21,idle
3112,1.05,idle
3118,0.09,idle
3119,-0.98,idle
3123,-1.36,idle
3125,-0.79,idle
3126,0.3,idle
3128,1.2,idle
3130,1.28,idle
3132,0.41,idle
3134,-0.79,idle
3136,-1.31,idle
3136,-0.71,idle
3136,0.45,idle
3142,1.07,idle
3145,0.51,idle
3145,-0.63,idle
3148,-0.99,idle
3150,0.11,idle
3152,1.51,idle
3154,1.3,idle
3156,-0.84,idle
3158,-2.78,idle
3160,-2.02,idle
3162,1.25,idle
3164,3.88,idle
3166,2.91,idle
3168,-1.08,idle
3170,-4.21,idle
3172,-3.4,idle
3172,0.39,idle
3176,3.41,idle
3178,3.12,idle
3180,0.43,idle
3181,-1.89,idle
3184,-2.07,idle
3186,-0.71,idle
3189,0.48,idle
3190,0.63,idle
3192,0.29,idle
3194,0.26,idle
3196,0.49,idle
3198,0.34,idle
3200,-0.31,idle
3202,-0.8,idle
3202,-0.59,idle
3206,0.05,idle
3208,0.43,idle
3208,0.3,idle
3208,0.09,idle
3214,0.21,idle
3215,0.43,idle
3215,0.05,idle
3220,-0.87,idle
3222,-1.25,idle
3224,-0.3,idle
3226,1.24,idle
3227,1.75,idle
3227,0.6,idle
3232,-1.13,idle
3234,-1.81,idle
3236,-0.91,idle
3239,0.68,idle
3240,1.56,idle
3242,1.12,idle
3245,-0.07,idle
3246,-1.0,idle
3248,-1.13,idle
3251,-0.58,idle
3252,0.27,idle
3254,0.95,idle
3256,1.02,idle
3257,0.32,idle
3260,-0.62,idle
3262,-1.01,idle
3264,-0.63,idle
3266,0.08,idle
3268,0.6,idle
3270,0.8,idle
3270,0.61,idle
3274,-0.1,idle
3275,-0.97,idle
3277,-1.13,idle
3278,-0.19,idle
3281,0.96,idle
3283,1.19,idle
3285,0.42,idle
3287,-0.52,idle
3289,-0.95,idle
3291,-0.73,idle
3293,0.01,idle
3296,0.72,idle
3298,0.58,idle
3300,-0.24,idle
3301,-0.43,idle
3304,0.55,idle
3306,1.24,idle
3308,0.16,idle
3309,-1.85,idle
3312,-2.3,idle
3314,-0.24,idle
3316,2.28,idle
3317,2.55,idle
3320,0.45,idle
3322,-1.59,idle
3324,-1.64,idle
3324,-0.29,idle
3328,0.55,idle
3330,0.13,idle
3332,-0.49,idle
3333,-0.11,idle
3336,1.05,idle
3338,1.49,idle
3340,0.34,idle
3342,-1.47,idle
3344,-2.07,idle
3346,-0.72,idle
3348,1.32,idle
3350,2.06,idle
3352,0.82,idle
3354,-1.1,idle
3356,-1.78,idle
