Time (ms),EMG Value,Label
2003,-9.79,idle
2004,-2.65,idle
2006,6.02,idle
2009,7.0,idle
2010,1.44,idle
2013,-1.74,idle
2014,1.27,idle
2017,4.26,idle
2018,0.46,idle
2020,-7.01,idle
2022,-8.72,idle
2023,-1.71,idle
2026,6.03,idle
2028,6.01,idle
2030,0.3,idle
2030,-2.03,idle
2035,1.93,idle
2035,5.04,idle
2035,0.69,idle
2040,-7.22,idle
2040,-8.9,idle
2044,-1.79,idle
2047,5.83,idle
2048,5.75,idle
2050,0.33,idle
2052,-1.62,idle
2054,2.36,idle
2054,5.06,idle
2059,0.28,idle
2060,-7.69,idle
2063,-9.06,idle
2064,-1.47,idle
2064,6.47,idle
2068,6.15,idle
2071,-0.0,idle
2072,-2.53,idle
2074,1.72,idle
2077,5.4,idle
2079,1.34,idle
2079,-6.94,idle
2083,-9.3,idle
2085,-2.33,idle
2086,5.89,idle
2089,6.25,idle
2090,0.36,idle
2090,-2.45,idle
2093,1.57,idle
2095,5.49,idle
2095,1.84,idle
2100,-6.51,idle
2101,-9.51,idle
2101,-3.17,idle
2106,5.08,idle
2108,6.21,idle
2110,1.17,idle
2113,-1.4,idle
2113,2.05,idle
2113,5.09,idle
2119,0.84,idle
2121,-7.44,idle
2122,-9.8,idle
2124,-2.61,idle
2126,6.27,idle
2126,7.33,idle
2130,1.37,idle
2133,-2.48,idle
2134,0.32,idle
2137,4.04,idle
2139,1.4,idle
2139,-5.6,idle
2143,-8.06,idle
2144,-2.24,idle
2144,4.99,idle
2149,5.22,idle
2151,-0.2,idle
2152,-2.37,idle
2154,2.28,idle
2157,6.59,idle
2159,2.57,idle
2160,-6.88,idle
2162,-10.78,idle
2164,-4.13,idle
2167,5.38,idle
2168,7.25,idle
2171,1.6,idle
2173,-2.07,idle
2174,1.29,idle
2177,5.39,idle
2179,2.04,idle
2181,-6.64,idle
2183,-10.26,idle
2185,-3.88,idle
2186,5.26,idle
2189,7.15,idle
2190,1.89,idle
