Time (ms),EMG Value,Label
2003,-0.09,idle
2005,-0.24,idle
2005,-0.29,idle
2010,-0.24,idle
2010,-0.11,idle
2013,0.09,idle
2013,0.28,idle
2013,0.35,idle
2013,0.22,idle
2021,-0.03,idle
2021,-0.23,idle
2021,-0.25,idle
2021,-0.11,idle
2029,0.01,idle
2029,-0.02,idle
2029,-0.08,idle
2029,-0.02,idle
2037,0.19,idle
2037,0.33,idle
2037,0.24,idle
2037,-0.05,idle
2045,-0.29,idle
2045,-0.29,idle
2050,-0.13,idle
2051,-0.01,idle
2054,-0.01,idle
2054,0.01,idle
2054,0.17,idle
2060,0.36,idle
2061,0.35,idle
2064,0.06,idle
2064,-0.35,idle
2064,-0.54,idle
2069,-0.37,idle
2072,0.03,idle
2072,0.32,idle
2072,0.33,idle
2078,0.17,idle
2079,0.05,idle
2082,0.05,idle
2082,0.01,idle
2086,-0.15,idle
2088,-0.33,idle
2090,-0.31,idle
2090,-0.06,idle
2094,0.23,idle
2094,0.33,idle
2094,0.21,idle
2100,0.04,idle
2102,-0.05,idle
2104,-0.06,idle
2106,-0.09,idle
2106,-0.16,idle
2106,-0.18,idle
2112,-0.08,idle
2112,0.08,idle
2112,0.17,idle
2112,0.13,idle
2119,0.07,idle
2119,0.09,idle
2119,0.12,idle
2125,0.02,idle
2128,-0.21,idle
2130,-0.38,idle
2132,-0.29,idle
2134,0.02,idle
2136,0.3,idle
2138,0.36,idle
2140,0.21,idle
2143,0.01,idle
2144,-0.08,idle
2144,-0.08,idle
2149,-0.11,idle
2151,-0.25,idle
2151,-0.34,idle
2151,-0.18,idle
2151,0.22,idle
2151,0.57,idle
2161,0.53,idle
2161,0.11,idle
2161,-0.34,idle
2161,-0.5,idle
2167,-0.33,idle
2170,-0.05,idle
2170,0.12,idle
2174,0.16,idle
2176,0.16,idle
2176,0.18,idle
2179,0.14,idle
2179,0.01,idle
2183,-0.15,idle
2186,-0.16,idle
2186,-0.05,idle
2186,-0.01,idle
2192,-0.13,idle
2192,-0.22,idle
2192,-0.04,idle
2192,0.32,idle
2200,0.5,idle
2200,0.28,idle
2200,-0.16,idle
2200,-0.41,idle
2208,-0.34,idle
2209,-0.12,idle
2209,-0.01,idle
2209,0.03,idle
2216,0.14,idle
2218,0.32,idle
2220,0.35,idle
2220,0.11,idle
2224,-0.22,idle
2224,-0.38,idle
2227,-0.28,idle
2227,-0.05,idle
2227,0.09,idle
2233,0.1,idle
2233,0.1,idle
2238,0.15,idle
2238,0.17,idle
2241,0.08,idle
2244,-0.09,idle
