Time (ms),EMG Value,Label
2000,-0.21,idle
2000,0.1,idle
2004,0.25,idle
2005,0.18,idle
2007,0.07,idle
2007,0.08,idle
2007,0.11,idle
2015,-0.02,idle
2015,-0.22,idle
2018,-0.27,idle
2020,-0.11,idle
2022,0.07,idle
2024,0.09,idle
2025,0.02,idle
2025,0.08,idle
2030,0.23,idle
2032,0.25,idle
2032,-0.02,idle
2036,-0.33,idle
2038,-0.36,idle
2038,-0.1,idle
2042,0.14,idle
2043,0.12,idle
2046,-0.0,idle
2048,0.04,idle
2048,0.24,idle
2048,0.28,idle
2054,-0.01,idle
2054,-0.35,idle
2054,-0.38,idle
2060,-0.09,idle
2062,0.16,idle
2062,0.13,idle
2066,-0.01,idle
2068,0.03,idle
2070,0.23,idle
2072,0.28,idle
2074,0.02,idle
2074,-0.31,idle
2078,-0.39,idle
2080,-0.18,idle
2081,0.06,idle
2084,0.14,idle
2087,0.14,idle
2088,0.19,idle
2090,0.22,idle
2091,0.09,idle
2091,-0.17,idle
2096,-0.33,idle
2097,-0.22,idle
2099,0.03,idle
2102,0.15,idle
2103,0.04,idle
2103,-0.08,idle
2108,0.01,idle
2110,0.25,idle
2110,0.32,idle
2114,0.05,idle
2116,-0.33,idle
2118,-0.42,idle
2120,-0.14,idle
2121,0.17,idle
2124,0.21,idle
2125,0.02,idle
2127,-0.05,idle
2127,0.1,idle
2132,0.24,idle
2134,0.13,idle
2135,-0.16,idle
2135,-0.31,idle
2140,-0.21,idle
2140,-0.02,idle
2144,0.06,idle
2145,0.05,idle
2145,0.11,idle
2150,0.27,idle
2151,0.29,idle
2153,0.02,idle
2155,-0.33,idle
2158,-0.42,idle
2160,-0.18,idle
2162,0.09,idle
2164,0.15,idle
2164,0.07,idle
2168,0.11,idle
2169,0.25,idle
2171,0.24,idle
2174,-0.05,idle
2175,-0.38,idle
2175,-0.39,idle
2180,-0.09,idle
2182,0.18,idle
2184,0.18,idle
2184,0.05,idle
2188,0.03,idle
2188,0.13,idle
2188,0.15,idle
2194,-0.02,idle
2195,-0.21,idle
2195,-0.19,idle
2199,-0.02,idle
2201,0.02,idle
2204,-0.12,idle
2206,-0.16,idle
2207,0.13,idle
2209,0.5,idle
2212,0.48,idle
2213,-0.04,idle
2213,-0.57,idle
2218,-0.58,idle
2218,-0.12,idle
2218,0.28,idle
2224,0.27,idle
2225,0.04,idle
2227,0.0,idle
2230,0.18,idle
2230,0.24,idle
2234,-0.01,idle
2236,-0.33,idle
2238,-0.38,idle
2240,-0.14,idle
2242,0.11,idle
2243,0.17,idle
2246,0.12,idle
2248,0.11,idle
2250,0.16,idle
2252,0.15,idle
2254,-0.02,idle
2255,-0.26,idle
2258,-0.36,idle
2260,-0.22,idle
2260,0.07,idle
2260,0.26,idle
2266,0.23,idle
2267,0.07,idle
2267,0.0,idle
2272,0.02,idle
2274,0.01,idle
2274,-0.1,idle
2278,-0.18,idle
2280,-0.14,idle
2280,-0.04,idle
2284,0.01,idle
2285,0.06,idle
2287,0.16,idle
2290,0.25,idle
2291,0.19,idle
2291,-0.06,idle
2296,-0.26,idle
2296,-0.24,idle
2299,-0.09,idle
2302,-0.02,idle
2302,-0.05,idle
2302,0.0,idle
2308,0.22,idle
2310,0.42,idle
2310,0.3,idle
2314,-0.14,idle
2316,-0.52,idle
2316,-0.46,idle
2320,-0.04,idle
2322,0.31,idle
2322,0.27,idle
2326,-0.01,idle
2327,-0.11,idle
2327,0.08,idle
2332,0.26,idle
2334,0.12,idle
2334,-0.23,idle
2338,-0.39,idle
2339,-0.17,idle
2341,0.15,idle
2344,0.2,idle
2346,0.02,idle
2346,-0.07,idle
2350,0.1,idle
2351,0.29,idle
2353,0.16,idle
2357,-0.22,idle
2358,-0.43,idle
2359,-0.24,idle
2362,0.09,idle
2363,0.24,idle
2366,0.14,idle
2368,0.02,idle
2369,0.03,idle
2369,0.07,idle
2374,0.03,idle
2376,-0.06,idle
2376,-0.09,idle
2380,-0.07,idle
2382,-0.09,idle
2384,-0.15,idle
2385,-0.11,idle
2388,0.11,idle
2388,0.39,idle
2392,0.43,idle
2394,0.11,idle
2394,-0.32,idle
2394,-0.49,idle
2400,-0.31,idle
2400,-0.01,idle
2400,0.17,idle
2405,0.22,idle
2407,0.23,idle
2409,0.22,idle
2412,0.1,idle
2412,-0.14,idle
2416,-0.3,idle
2418,-0.24,idle
2419,-0.05,idle
2419,0.06,idle
2424,0.02,idle
2426,-0.0,idle
2426,0.14,idle
2430,0.33,idle
2432,0.27,idle
2432,-0.08,idle
2436,-0.44,idle
2436,-0.43,idle
2440,-0.06,idle
2441,0.27,idle
2444,0.27,idle
2444,0.03,idle
2448,-0.11,idle
2449,-0.01,idle
2449,0.18,idle
2454,0.18,idle
2456,-0.05,idle
2457,-0.28,idle
2460,-0.29,idle
2461,-0.11,idle
2464,0.09,idle
2466,0.2,idle
2467,0.21,idle
2467,0.15,idle
2472,0.05,idle
2473,-0.08,idle
2473,-0.17,idle
2478,-0.15,idle
2479,-0.08,idle
2482,-0.05,idle
2484,-0.08,idle
2485,-0.02,idle
2485,0.19,idle
2490,0.39,idle
2491,0.31,idle
2491,-0.08,idle
2497,-0.45,idle
2497,-0.45,idle
2499,-0.09,idle
2499,0.24,idle
2504,0.24,idle
2504,0.02,idle
2508,-0.07,idle
2510,0.1,idle
2511,0.25,idle
2514,0.1,idle
2516,-0.22,idle
2516,-0.36,idle
2521,-0.18,idle
2521,0.08,idle
2521,0.15,idle
2527,0.04,idle
2529,-0.01,idle
2529,0.14,idle
2531,0.3,idle
2533,0.18,idle
2533,-0.2,idle
2538,-0.48,idle
2539,-0.38,idle
2539,-0.01,idle
2544,0.27,idle
2546,0.29,idle
2548,0.18,idle
2550,0.12,idle
2552,0.05,idle
2552,-0.11,idle
2552,-0.28,idle
2558,-0.27,idle
2560,-0.06,idle
2562,0.15,idle
2565,0.18,idle
2565,0.05,idle
2569,-0.04,idle
2569,0.02,idle
2569,0.14,idle
2574,0.14,idle
2576,-0.02,idle
2578,-0.19,idle
2578,-0.24,idle
2578,-0.16,idle
2578,-0.04,idle
2585,0.07,idle
2587,0.19,idle
2587,0.3,idle
2587,0.28,idle
2594,0.03,idle
2594,-0.29,idle
2594,-0.41,idle
2599,-0.25,idle
2601,0.02,idle
2601,0.18,idle
2606,0.16,idle
2606,0.12,idle
2610,0.17,idle
2612,0.19,idle
2612,0.02,idle
2612,-0.25,idle
2618,-0.37,idle
2618,-0.21,idle
2618,0.05,idle
2624,0.18,idle
2626,0.13,idle
2626,0.07,idle
2630,0.13,idle
2630,0.19,idle
2634,0.05,idle
2636,-0.22,idle
2636,-0.35,idle
2636,-0.22,idle
2642,0.03,idle
2642,0.19,idle
2642,0.17,idle
2648,0.07,idle
2648,0.06,idle
2651,0.1,idle
2654,0.07,idle
2654,-0.09,idle
2659,-0.25,idle
2660,-0.23,idle
2660,-0.05,idle
2660,0.13,idle
2666,0.15,idle
2667,0.05,idle
2667,0.03,idle
2672,0.13,idle
2672,0.17,idle
2676,-0.0,idle
2678,-0.26,idle
2678,-0.32,idle
2678,-0.12,idle
2684,0.11,idle
2685,0.14,idle
2685,0.04,idle
2690,0.07,idle
2692,0.25,idle
2692,0.29,idle
2696,-0.02,idle
2696,-0.42,idle
2700,-0.52,idle
2702,-0.2,idle
2702,0.21,idle
2702,0.36,idle
2708,0.25,idle
2708,0.1,idle
2708,0.03,idle
2714,-0.04,idle
2716,-0.15,idle
2716,-0.21,idle
2720,-0.18,idle
2721,-0.09,idle
2724,0.02,idle
2726,0.13,idle
2727,0.23,idle
2727,0.27,idle
2732,0.15,idle
2732,-0.11,idle
2732,-0.32,idle
2738,-0.31,idle
2740,-0.07,idle
2740,0.17,idle
2744,0.18,idle
2744,0.0,idle
2748,-0.11,idle
2750,0.0,idle
2750,0.21,idle
2750,0.25,idle
2756,0.05,idle
2756,-0.21,idle
2756,-0.34,idle
2756,-0.27,idle
2765,-0.06,idle
2765,0.17,idle
2765,0.32,idle
2765,0.3,idle
2765,0.15,idle
2773,-0.05,idle
2773,-0.24,idle
2773,-0.31,idle
2773,-0.22,idle
2781,-0.01,idle
2781,0.16,idle
2785,0.17,idle
2785,0.09,idle
2789,0.08,idle
2789,0.14,idle
2789,0.1,idle
2789,-0.1,idle
2797,-0.29,idle
2799,-0.3,idle
2799,-0.14,idle
2799,0.08,idle
2805,0.25,idle
2805,0.31,idle
2805,0.22,idle
2805,-0.01,idle
2813,-0.23,idle
2813,-0.29,idle
2813,-0.12,idle
2813,0.1,idle
2821,0.17,idle
2821,0.02,idle
2821,-0.19,idle
2821,-0.19,idle
2829,0.1,idle
2829,0.42,idle
2829,0.4,idle
2829,0.01,idle
2837,-0.41,idle
2837,-0.52,idle
2837,-0.28,idle
2837,0.09,idle
2845,0.32,idle
2848,0.33,idle
2848,0.22,idle
2848,0.09,idle
2854,-0.06,idle
2854,-0.2,idle
2854,-0.26,idle
2854,-0.2,idle
2862,-0.09,idle
2862,0.01,idle
2862,0.14,idle
2862,0.28,idle
2870,0.31,idle
2872,0.14,idle
2872,-0.15,idle
2872,-0.34,idle
2878,-0.28,idle
2878,-0.06,idle
2878,0.11,idle
2878,0.13,idle
2886,0.06,idle
2886,0.03,idle
2890,0.07,idle
2890,0.11,idle
2890,0.06,idle
2895,-0.05,idle
2895,-0.14,idle
2895,-0.16,idle
2895,-0.12,idle
2903,-0.04,idle
2903,0.05,idle
2903,0.14,idle
2903,0.19,idle
2911,0.17,idle
2911,0.06,idle
2911,-0.09,idle
2911,-0.2,idle
2920,-0.2,idle
2920,-0.11,idle
2920,-0.02,idle
2920,0.02,idle
2927,0.08,idle
2927,0.21,idle
2927,0.31,idle
2927,0.22,idle
2935,-0.08,idle
2938,-0.4,idle
2939,-0.48,idle
2939,-0.25,idle
2944,0.14,idle
2944,0.41,idle
2944,0.39,idle
2944,0.15,idle
2952,-0.09,idle
2952,-0.2,idle
2952,-0.18,idle
2952,-0.09,idle
2960,-0.02,idle
2960,0.02,idle
2960,0.0,idle
2960,-0.03,idle
2968,-0.0,idle
2968,0.13,idle
2968,0.25,idle
2968,0.2,idle
2976,-0.05,idle
2976,-0.29,idle
2976,-0.31,idle
2976,-0.13,idle
2984,0.06,idle
2986,0.11,idle
2986,0.1,idle
2986,0.16,idle
2993,0.23,idle
2993,0.17,idle
2993,-0.06,idle
2993,-0.3,idle
2993,-0.37,idle
3001,-0.25,idle
3001,0.01,idle
3001,0.26,idle
3001,0.37,idle
3009,0.29,idle
3011,0.06,idle
3011,-0.17,idle
3011,-0.27,idle
3017,-0.21,idle
3017,-0.06,idle
3017,0.06,idle
3017,0.06,idle
3025,-0.01,idle
3025,-0.0,idle
3030,0.13,idle
3030,0.24,idle
3034,0.18,idle
3034,-0.05,idle
3034,-0.26,idle
3034,-0.3,idle
3042,-0.19,idle
3042,-0.03,idle
3050,0.11,idle
3050,0.23,idle
3050,0.3,idle
3050,0.24,idle
3050,0.01,idle
3050,-0.26,idle
3058,-0.35,idle
3060,-0.18,idle
3060,0.03,idle
3060,0.07,idle
3066,0.0,idle
3066,0.04,idle
3066,0.24,idle
3066,0.36,idle
3074,0.17,idle
3074,-0.23,idle
3074,-0.48,idle
3074,-0.36,idle
3082,-0.01,idle
3082,0.24,idle
3086,0.25,idle
3086,0.13,idle
3086,0.05,idle
3091,0.03,idle
3091,0.01,idle
3091,-0.06,idle
3091,-0.12,idle
3099,-0.15,idle
3102,-0.13,idle
3102,-0.08,idle
3102,0.01,idle
3107,0.17,idle
3107,0.3,idle
3107,0.27,idle
3107,0.05,idle
3115,-0.22,idle
3115,-0.33,idle
3115,-0.21,idle
3115,-0.04,idle
