Time (ms),EMG Value,Label
2004,-2.75,idle
2005,0.32,idle
2006,2.26,idle
2008,1.15,idle
2011,-0.71,idle
2011,-0.23,idle
2015,1.95,idle
2016,2.3,idle
2019,-0.62,idle
2021,-3.76,idle
2023,-3.21,idle
2025,0.56,idle
2026,3.0,idle
2026,1.36,idle
2026,-1.56,idle
2031,-1.27,idle
2035,2.11,idle
2036,3.8,idle
2040,0.78,idle
2041,-3.87,idle
2041,-4.69,idle
2041,-0.9,idle
2041,2.64,idle
2048,1.98,idle
2048,-0.71,idle
2052,-0.58,idle
2052,2.65,idle
2056,4.02,idle
2058,0.27,idle
2060,-5.1,idle
2060,-5.84,idle
2064,-0.98,idle
2064,3.77,idle
2064,3.42,idle
2064,-0.08,idle
2072,-1.11,idle
2074,1.56,idle
2074,3.24,idle
2078,0.19,idle
2080,-4.73,idle
2082,-5.39,idle
2082,-0.61,idle
2082,4.1,idle
2089,3.58,idle
2089,-0.35,idle
2091,-1.81,idle
2091,0.92,idle
2091,3.23,idle
2097,0.85,idle
2099,-3.94,idle
2102,-5.13,idle
2102,-1.0,idle
2107,3.46,idle
2107,3.24,idle
2107,-0.18,idle
2107,-1.39,idle
2114,1.17,idle
2116,3.13,idle
2119,0.56,idle
2119,-4.12,idle
2122,-5.05,idle
2122,-0.75,idle
2125,3.68,idle
2125,3.24,idle
2131,-0.44,idle
2133,-1.72,idle
2134,1.07,idle
2136,3.37,idle
2139,0.96,idle
2139,-3.93,idle
2139,-5.24,idle
2143,-1.11,idle
2143,3.48,idle
2147,3.34,idle
2150,-0.19,idle
2153,-1.57,idle
2153,1.01,idle
2155,3.23,idle
2155,0.91,idle
2155,-3.84,idle
2161,-5.14,idle
2164,-1.19,idle
2164,3.26,idle
2169,3.24,idle
2170,0.0,idle
2172,-1.21,idle
2174,1.18,idle
2174,3.0,idle
2174,0.48,idle
2180,-4.06,idle
2183,-4.97,idle
2183,-0.84,idle
2185,3.46,idle
2188,3.16,idle
2188,-0.17,idle
2192,-1.29,idle
2194,1.18,idle
2196,2.98,idle
2198,0.44,idle
2198,-4.05,idle
2198,-4.9,idle
2205,-0.78,idle
2207,3.46,idle
2207,3.21,idle
2207,-0.03,idle
2212,-1.22,idle
2213,0.96,idle
2213,2.53,idle
2213,0.18,idle
2220,-3.77,idle
2220,-4.23,idle
2220,-0.34,idle
2220,3.23,idle
2229,2.54,idle
2230,-0.47,idle
2232,-1.07,idle
2232,1.45,idle
2236,2.84,idle
2236,0.05,idle
2236,-4.1,idle
2236,-4.37,idle
2244,-0.16,idle
2247,3.55,idle
2248,2.64,idle
2250,-0.74,idle
2253,-1.51,idle
2254,1.26,idle
2254,3.12,idle
2259,0.62,idle
2261,-3.72,idle
2261,-4.54,idle
2264,-0.78,idle
2266,2.95,idle
2266,2.59,idle
2271,-0.17,idle
2271,-0.79,idle
2271,1.5,idle
2277,2.7,idle
2278,-0.05,idle
2278,-4.06,idle
2283,-4.35,idle
2284,-0.32,idle
2287,3.28,idle
2288,2.61,idle
2290,-0.33,idle
2290,-0.95,idle
2294,1.37,idle
2294,2.56,idle
2294,-0.15,idle
2294,-3.97,idle
2302,-4.03,idle
2302,0.03,idle
2307,3.32,idle
2307,2.26,idle
2310,-0.8,idle
2311,-1.1,idle
2314,1.69,idle
2314,3.05,idle
2318,0.03,idle
2318,-4.28,idle
2318,-4.52,idle
2318,-0.17,idle
2326,3.62,idle
2328,2.76,idle
2331,-0.57,idle
2331,-1.33,idle
2335,1.22,idle
2337,2.74,idle
2338,0.12,idle
2338,-3.87,idle
2343,-4.13,idle
2343,-0.12,idle
2343,3.3,idle
2349,2.4,idle
2351,-0.64,idle
2351,-1.13,idle
2351,1.44,idle
2351,2.79,idle
2359,0.02,idle
2361,-3.98,idle
2362,-4.16,idle
2363,-0.07,idle
2367,3.39,idle
2368,2.45,idle
2368,-0.68,idle
2368,-1.26,idle
2374,1.29,idle
2375,2.76,idle
2377,0.22,idle
2380,-3.71,idle
2380,-4.14,idle
2384,-0.37,idle
2386,3.12,idle
2386,2.59,idle
2386,-0.26,idle
2392,-1.09,idle
2392,0.96,idle
2392,2.29,idle
2398,0.13,idle
2400,-3.32,idle
