Time (ms),EMG Value,Label
2000,3.48,idle
2003,-1.48,idle
2005,-1.3,idle
2007,3.37,idle
2007,4.68,idle
2010,-1.07,idle
2012,-7.68,idle
2015,-6.91,idle
2017,0.55,idle
2018,5.87,idle
2020,3.73,idle
2020,-1.05,idle
2024,-0.97,idle
2024,3.37,idle
2024,4.33,idle
2030,-1.54,idle
2031,-7.96,idle
2033,-6.83,idle
2033,0.89,idle
2033,6.26,idle
2039,4.0,idle
2043,-0.98,idle
2043,-1.17,idle
2043,2.92,idle
2048,3.87,idle
2050,-1.7,idle
2050,-7.69,idle
2055,-6.33,idle
2056,1.29,idle
2056,6.33,idle
2060,3.8,idle
2063,-1.21,idle
2065,-1.33,idle
2066,2.75,idle
2066,3.63,idle
2066,-1.8,idle
2072,-7.38,idle
2074,-5.73,idle
2075,1.67,idle
2079,6.14,idle
2080,3.28,idle
2080,-1.56,idle
2085,-1.32,idle
2086,2.87,idle
2089,3.63,idle
2091,-1.78,idle
2092,-7.12,idle
2092,-5.35,idle
2097,1.73,idle
2097,5.72,idle
2097,2.78,idle
2102,-1.63,idle
2105,-0.93,idle
2105,3.21,idle
2109,3.56,idle
2111,-2.07,idle
2111,-7.2,idle
2114,-5.12,idle
2116,1.96,idle
2116,5.6,idle
2120,2.42,idle
2122,-1.79,idle
2125,-0.68,idle
2126,3.58,idle
2128,3.64,idle
2130,-2.35,idle
2132,-7.5,idle
2133,-5.13,idle
2133,2.15,idle
2138,5.75,idle
2139,2.45,idle
2142,-1.78,idle
2145,-0.66,idle
2147,3.54,idle
2147,3.49,idle
2150,-2.52,idle
2152,-7.56,idle
2155,-5.07,idle
2156,2.28,idle
2158,5.95,idle
2158,2.74,idle
2163,-1.55,idle
2164,-0.81,idle
2164,2.91,idle
2168,2.76,idle
2170,-2.68,idle
2170,-6.91,idle
2174,-4.12,idle
2176,2.73,idle
2178,5.61,idle
2180,2.06,idle
2182,-1.96,idle
2184,-0.82,idle
2186,3.0,idle
2188,2.81,idle
2188,-2.51,idle
2193,-6.48,idle
2195,-3.75,idle
2195,2.5,idle
2198,4.86,idle
2201,1.58,idle
2203,-1.58,idle
2203,0.02,idle
2205,3.32,idle
2205,2.24,idle
2211,-3.32,idle
2212,-6.67,idle
2212,-3.23,idle
2212,3.13,idle
2218,5.1,idle
2219,1.47,idle
2219,-1.81,idle
2224,-0.3,idle
2224,2.88,idle
2228,1.95,idle
2230,-3.01,idle
2230,-5.84,idle
2230,-2.64,idle
2236,2.82,idle
2236,4.23,idle
2236,1.08,idle
2242,-1.28,idle
2244,0.37,idle
2244,2.76,idle
2248,1.15,idle
2248,-3.49,idle
2253,-5.4,idle
2254,-1.8,idle
2254,3.15,idle
2254,3.83,idle
2260,0.56,idle
2261,-1.36,idle
2261,0.59,idle
2266,2.78,idle
2266,0.88,idle
2269,-3.65,idle
2272,-5.16,idle
2273,-1.39,idle
2273,3.29,idle
2278,3.71,idle
2278,0.49,idle
2278,-1.33,idle
2285,0.42,idle
2286,2.29,idle
2286,0.49,idle
2291,-3.4,idle
2291,-4.32,idle
2294,-0.67,idle
2297,3.25,idle
2297,2.96,idle
2297,-0.28,idle
2302,-1.51,idle
2302,0.82,idle
2302,2.79,idle
2308,0.71,idle
2310,-3.47,idle
2310,-4.46,idle
2314,-0.73,idle
2314,3.21,idle
2314,2.86,idle
2321,-0.42,idle
2321,-1.59,idle
2321,0.88,idle
2326,3.01,idle
2326,1.0,idle
2326,-3.27,idle
2333,-4.53,idle
2334,-1.18,idle
2335,2.62,idle
2339,2.61,idle
2339,0.02,idle
2339,-0.69,idle
2345,1.49,idle
2346,2.73,idle
2347,0.03,idle
2350,-4.08,idle
2352,-4.49,idle
2352,-0.38,idle
2356,3.43,idle
2356,2.78,idle
2360,-0.46,idle
2363,-1.33,idle
2363,1.2,idle
2363,2.88,idle
2368,0.38,idle
2368,-3.81,idle
2368,-4.39,idle
2375,-0.39,idle
2376,3.32,idle
2376,2.52,idle
2381,-0.79,idle
2381,-1.45,idle
2381,1.51,idle
2385,3.49,idle
2388,0.77,idle
2388,-4.04,idle
2393,-5.09,idle
2393,-0.95,idle
2393,3.4,idle
2399,3.1,idle
2399,-0.26,idle
2401,-1.38,idle
2401,1.19,idle
2406,3.13,idle
2406,0.62,idle
2411,-3.97,idle
2412,-4.91,idle
2412,-0.78,idle
2417,3.45,idle
2417,3.0,idle
2417,-0.46,idle
2423,-1.51,idle
2423,1.26,idle
2425,3.35,idle
2425,0.8,idle
2430,-3.98,idle
2430,-5.07,idle
2434,-0.93,idle
2436,3.42,idle
2437,3.03,idle
2437,-0.47,idle
2442,-1.53,idle
2444,1.37,idle
2444,3.59,idle
2448,0.97,idle
2450,-4.09,idle
2450,-5.44,idle
2454,-1.3,idle
2454,3.32,idle
2458,3.3,idle
2460,0.04,idle
2460,-1.12,idle
2460,1.34,idle
2466,3.1,idle
2466,0.38,idle
2466,-4.33,idle
2473,-5.18,idle
2474,-0.79,idle
2474,3.69,idle
2477,3.37,idle
2480,-0.12,idle
2483,-1.39,idle
2484,1.03,idle
2484,2.84,idle
2484,0.36,idle
2489,-3.98,idle
2491,-4.65,idle
2491,-0.55,idle
2497,3.42,idle
2497,2.86,idle
2499,-0.35,idle
2502,-1.16,idle
2502,1.37,idle
2502,2.89,idle
2508,0.12,idle
2508,-4.19,idle
2508,-4.59,idle
2514,-0.3,idle
2516,3.6,idle
2516,2.86,idle
2520,-0.48,idle
2520,-1.33,idle
2524,1.22,idle
2526,2.83,idle
2526,0.23,idle
2526,-3.91,idle
2532,-4.37,idle
2532,-0.38,idle
2532,3.27,idle
2538,2.63,idle
2540,-0.36,idle
2540,-1.03,idle
2544,1.33,idle
2544,2.63,idle
2548,0.01,idle
2550,-3.9,idle
2550,-4.18,idle
2550,-0.27,idle
2556,3.2,idle
2556,2.55,idle
2556,-0.3,idle
2562,-0.91,idle
2564,1.28,idle
2564,2.38,idle
2568,-0.2,idle
2568,-3.78,idle
2573,-3.79,idle
2574,0.02,idle
2576,3.08,idle
2576,2.12,idle
2581,-0.64,idle
2581,-0.86,idle
2581,1.62,idle
2586,2.69,idle
2588,-0.13,idle
2588,-3.93,idle
2592,-3.98,idle
2593,-0.1,idle
2593,3.05,idle
2599,2.12,idle
2600,-0.59,idle
2600,-0.74,idle
2605,1.83,idle
2607,2.84,idle
2608,-0.25,idle
2611,-4.3,idle
2612,-4.3,idle
2614,-0.05,idle
2617,3.42,idle
2619,2.46,idle
2620,-0.54,idle
2622,-0.92,idle
2623,1.59,idle
2623,2.66,idle
2629,-0.3,idle
2630,-4.16,idle
2630,-4.04,idle
2630,0.12,idle
2636,3.32,idle
2636,2.21,idle
2641,-0.65,idle
2643,-0.79,idle
2644,1.77,idle
2644,2.64,idle
2648,-0.51,idle
2648,-4.34,idle
2652,-3.97,idle
2654,0.37,idle
2654,3.53,idle
2654,2.22,idle
2660,-0.83,idle
2660,-1.02,idle
2660,1.63,idle
2666,2.68,idle
2668,-0.33,idle
2668,-4.12,idle
2673,-3.85,idle
2673,0.32,idle
2673,3.33,idle
2678,1.98,idle
2678,-0.95,idle
2678,-0.91,idle
2684,1.92,idle
2685,2.93,idle
2685,-0.29,idle
2690,-4.32,idle
2690,-4.15,idle
2693,0.13,idle
2696,3.36,idle
2696,2.21,idle
2696,-0.67,idle
2702,-0.77,idle
2702,1.81,idle
2702,2.68,idle
2708,-0.48,idle
2710,-4.28,idle
2710,-3.99,idle
2715,0.18,idle
2715,3.27,idle
2718,2.18,idle
2721,-0.53,idle
2721,-0.6,idle
2721,1.8,idle
2726,2.49,idle
2726,-0.68,idle
2726,-4.39,idle
2732,-4.0,idle
2734,0.28,idle
2735,3.53,idle
2739,2.54,idle
2739,-0.3,idle
2743,-0.8,idle
2744,1.17,idle
2747,1.8,idle
2747,-0.85,idle
2750,-3.77,idle
2750,-2.95,idle
2750,0.91,idle
2756,3.14,idle
2758,1.39,idle
2759,-1.21,idle
2762,-0.69,idle
2763,2.12,idle
2763,2.7,idle
2769,-0.72,idle
2769,-4.38,idle
2769,-3.7,idle
2774,0.59,idle
2775,3.41,idle
2775,2.0,idle
2781,-0.75,idle
2781,-0.73,idle
2783,1.63,idle
2786,2.19,idle
2787,-0.83,idle
2787,-4.02,idle
2793,-3.24,idle
2793,0.76,idle
2793,3.22,idle
2799,1.71,idle
2800,-0.86,idle
2800,-0.67,idle
2805,1.66,idle
2807,2.13,idle
2807,-0.82,idle
2811,-3.81,idle
2812,-2.96,idle
2812,0.77,idle
2817,2.84,idle
2818,1.25,idle
2818,-0.91,idle
2823,-0.19,idle
2823,2.22,idle
2823,2.21,idle
2829,-1.28,idle
2830,-4.39,idle
2832,-3.21,idle
2835,0.95,idle
2836,3.32,idle
2836,1.87,idle
2841,-0.5,idle
2842,-0.46,idle
2844,1.23,idle
2844,1.23,idle
2847,-1.3,idle
2847,-3.33,idle
2847,-2.06,idle
2854,1.16,idle
2856,2.59,idle
2856,1.08,idle
2860,-0.68,idle
2860,-0.18,idle
2864,1.46,idle
2866,1.25,idle
2866,-1.29,idle
2866,-3.19,idle
2872,-1.96,idle
2872,1.04,idle
2872,2.37,idle
2878,1.04,idle
2880,-0.49,idle
2880,-0.04,idle
2884,1.29,idle
2884,0.91,idle
2889,-1.38,idle
2890,-2.85,idle
2890,-1.45,idle
2890,1.22,idle
2896,2.01,idle
2897,0.42,idle
2897,-0.85,idle
2902,0.18,idle
2902,1.91,idle
2905,1.39,idle
2907,-1.44,idle
2907,-3.33,idle
2907,-1.9,idle
2914,1.15,idle
2914,2.29,idle
2914,0.76,idle
2920,-0.72,idle
2922,0.03,idle
2922,1.66,idle
2926,1.29,idle
2927,-1.27,idle
2930,-3.07,idle
2932,-1.83,idle
2932,0.9,idle
2932,1.92,idle
2939,0.64,idle
2939,-0.38,idle
