Time (ms),EMG Value,Label
2003,0.03,idle
2003,1.22,idle
2003,0.92,idle
2009,-0.03,idle
2010,-0.16,idle
2010,0.6,idle
2010,0.89,idle
2016,-0.09,idle
2018,-1.39,idle
2020,-1.5,idle
2022,-0.32,idle
2024,0.78,idle
2026,0.76,idle
2028,0.19,idle
2028,0.23,idle
2032,0.82,idle
2035,0.78,idle
2036,-0.4,idle
2038,-1.63,idle
2041,-1.47,idle
2043,-0.06,idle
2043,1.02,idle
2047,0.77,idle
2047,-0.01,idle
2051,0.01,idle
2052,0.78,idle
2053,0.92,idle
2053,-0.21,idle
2059,-1.54,idle
2061,-1.55,idle
2061,-0.24,idle
2065,0.88,idle
2067,0.8,idle
2069,0.16,idle
2070,0.18,idle
2070,0.8,idle
2075,0.79,idle
2076,-0.4,idle
2078,-1.63,idle
2078,-1.48,idle
2083,-0.05,idle
2084,1.05,idle
2084,0.77,idle
2089,-0.06,idle
2090,-0.06,idle
2092,0.79,idle
2095,1.06,idle
2096,-0.09,idle
2096,-1.6,idle
2101,-1.76,idle
2103,-0.4,idle
2104,0.93,idle
2107,1.0,idle
2108,0.33,idle
2108,0.2,idle
2113,0.67,idle
2115,0.63,idle
2116,-0.45,idle
2118,-1.55,idle
2121,-1.35,idle
2122,-0.04,idle
2125,0.91,idle
2127,0.66,idle
2128,0.02,idle
2131,0.19,idle
2133,0.96,idle
2134,0.92,idle
2136,-0.44,idle
2138,-1.83,idle
2140,-1.67,idle
2143,-0.1,idle
2144,1.17,idle
2146,1.04,idle
2149,0.23,idle
2151,0.04,idle
2152,0.51,idle
2152,0.52,idle
2157,-0.45,idle
2159,-1.41,idle
2161,-1.15,idle
2162,0.09,idle
2162,0.88,idle
2167,0.53,idle
2169,-0.09,idle
2171,0.12,idle
2173,0.91,idle
2174,0.94,idle
2174,-0.29,idle
2179,-1.63,idle
2180,-1.59,idle
2182,-0.24,idle
2184,0.9,idle
2187,0.86,idle
2188,0.32,idle
2191,0.37,idle
2193,0.82,idle
2193,0.53,idle
2193,-0.79,idle
2199,-1.82,idle
2199,-1.3,idle
2203,0.29,idle
2203,1.31,idle
2207,0.91,idle
2208,-0.02,idle
2214,-0.21,idle
2216,0.36,idle
2217,0.56,idle
2217,-0.19,idle
2217,-1.11,idle
2217,-1.08,idle
2222,-0.14,idle
2225,0.62,idle
2225,0.54,idle
2229,0.14,idle
2231,0.26,idle
2231,0.72,idle
2234,0.6,idle
2237,-0.36,idle
2239,-1.27,idle
2240,-1.18,idle
2242,-0.23,idle
2244,0.53,idle
2247,0.57,idle
2249,0.38,idle
2250,0.56,idle
2253,0.82,idle
2255,0.39,idle
2257,-0.74,idle
2259,-1.53,idle
2260,-1.09,idle
2262,0.13,idle
2265,0.85,idle
2266,0.56,idle
2266,0.09,idle
2271,0.32,idle
2273,0.85,idle
2274,0.59,idle
2277,-0.64,idle
2279,-1.65,idle
2281,-1.27,idle
2282,0.12,idle
2285,1.05,idle
2286,0.78,idle
2289,0.11,idle
2291,0.09,idle
2293,0.57,idle
2294,0.51,idle
2296,-0.46,idle
2298,-1.37,idle
2301,-1.1,idle
2301,0.06,idle
2304,0.82,idle
2304,0.56,idle
2309,0.07,idle
2310,0.24,idle
2312,0.76,idle
2315,0.57,idle
2315,-0.51,idle
2319,-1.4,idle
2321,-1.11,idle
2322,-0.03,idle
2324,0.66,idle
2327,0.49,idle
2329,0.2,idle
2330,0.51,idle
2332,0.96,idle
2334,0.55,idle
2337,-0.77,idle
2338,-1.71,idle
2340,-1.25,idle
2342,0.12,idle
2345,0.95,idle
2346,0.7,idle
2348,0.23,idle
2351,0.4,idle
2352,0.77,idle
2355,0.31,idle
2356,-0.9,idle
2358,-1.57,idle
2360,-0.84,idle
2363,0.48,idle
2365,0.9,idle
2366,0.23,idle
2368,-0.29,idle
2371,0.28,idle
2372,1.18,idle
2375,0.93,idle
2377,-0.62,idle
2379,-1.88,idle
2381,-1.43,idle
2382,0.14,idle
2385,1.05,idle
2387,0.63,idle
2388,-0.01,idle
2390,0.32,idle
2390,1.08,idle
2393,0.79,idle
2397,-0.79,idle
2399,-2.05,idle
2399,-1.5,idle
2401,0.31,idle
2404,1.41,idle
2404,0.89,idle
2409,-0.11,idle
2411,-0.08,idle
2412,0.75,idle
2412,0.82,idle
2412,-0.48,idle
2418,-1.79,idle
2418,-1.53,idle
2422,0.1,idle
2422,1.31,idle
2427,1.04,idle
2429,0.11,idle
2431,-0.13,idle
2432,0.39,idle
2435,0.52,idle
2437,-0.33,idle
2439,-1.27,idle
2441,-1.17,idle
2443,-0.11,idle
2443,0.76,idle
2443,0.72,idle
2443,0.31,idle
2450,0.35,idle
2452,0.65,idle
2452,0.35,idle
2452,-0.7,idle
2458,-1.47,idle
2461,-1.03,idle
2462,0.18,idle
2464,0.84,idle
2466,0.54,idle
2466,0.13,idle
2471,0.41,idle
2471,0.86,idle
2475,0.43,idle
2477,-0.84,idle
2478,-1.66,idle
2478,-1.08,idle
2483,0.26,idle
2483,0.99,idle
2483,0.67,idle
2483,0.18,idle
2490,0.29,idle
2492,0.62,idle
2492,0.27,idle
2492,-0.74,idle
2499,-1.37,idle
2499,-0.87,idle
2499,0.2,idle
2499,0.74,idle
2507,0.48,idle
2509,0.19,idle
2510,0.46,idle
2510,0.78,idle
2515,0.3,idle
2515,-0.87,idle
2519,-1.53,idle
2519,-0.92,idle
2523,0.33,idle
2524,0.93,idle
2527,0.54,idle
2527,0.06,idle
2531,0.29,idle
2533,0.73,idle
2533,0.37,idle
2536,-0.78,idle
2536,-1.49,idle
2540,-0.91,idle
2543,0.32,idle
2545,0.89,idle
2545,0.47,idle
2549,0.01,idle
2549,0.29,idle
2549,0.78,idle
2555,0.43,idle
2557,-0.74,idle
2558,-1.47,idle
2561,-0.89,idle
2562,0.29,idle
2565,0.76,idle
2567,0.31,idle
2568,-0.02,idle
2568,0.47,idle
2573,1.04,idle
2574,0.58,idle
2574,-0.78,idle
2574,-1.67,idle
2581,-1.17,idle
2581,0.08,idle
2581,0.81,idle
2581,0.62,idle
2589,0.34,idle
2590,0.61,idle
2593,0.9,idle
2594,0.28,idle
2594,-1.1,idle
2598,-1.86,idle
2598,-1.09,idle
2603,0.47,idle
2604,1.26,idle
2606,0.82,idle
2609,0.11,idle
2609,0.09,idle
2609,0.41,idle
2614,0.15,idle
2615,-0.71,idle
2615,-1.19,idle
2615,-0.64,idle
2623,0.32,idle
2624,0.64,idle
2624,0.22,idle
2627,0.01,idle
2631,0.5,idle
2631,0.96,idle
2634,0.43,idle
2634,-0.86,idle
2639,-1.57,idle
2641,-0.94,idle
2643,0.28,idle
2643,0.8,idle
2647,0.42,idle
2648,0.11,idle
2648,0.51,idle
2652,0.95,idle
2655,0.41,idle
2656,-0.97,idle
2658,-1.79,idle
2658,-1.11,idle
2658,0.38,idle
2665,1.18,idle
2666,0.77,idle
2666,0.11,idle
2670,0.12,idle
2673,0.51,idle
2673,0.31,idle
2677,-0.65,idle
2677,-1.37,idle
2681,-0.96,idle
2683,0.18,idle
2684,0.88,idle
2687,0.66,idle
2689,0.22,idle
2690,0.28,idle
2690,0.53,idle
2694,0.21,idle
2697,-0.67,idle
2697,-1.2,idle
2697,-0.78,idle
2697,0.05,idle
2705,0.44,idle
2707,0.37,idle
2707,0.47,idle
2707,0.91,idle
