Time (s),MAV,RMS,WL,ZC,Label
0.1000100010001,0.013449738300118736,0.013613600301301102,0.0238490878785981,0,0
0.2000200020002,0.01448017335207134,0.014497315281941052,0.025141881320225802,0,0
0.3000300030003,0.014364014594321677,0.014380703674309039,0.026474526295614614,0,0
0.4000400040004,0.014408825996363527,0.014420954981918721,0.024960908758669416,0,0
0.5000500050005,0.014405268567857092,0.014417251170900754,0.025585275166127304,0,0
0.6000600060006,0.015099993889232395,0.01512777394005897,0.0256878472372587,0,0
0.7000700070007001,0.015149917415117708,0.015174705641144074,0.024088368452398687,0,0
0.8000800080008,0.014120614509789187,0.01413134619828292,0.024525393193267186,0,0
0.9000900090009001,0.014371107795041796,0.01438789532750282,0.025991603878771703,0,0
1.000100010001,0.014537992742306745,0.01454858729545666,0.0238822026656871,0,0
1.1001100110011002,0.01421309992345734,0.014225803806931326,0.023328318283072497,0,0
1.2001200120012,0.014316112617738533,0.014336266177435403,0.0246000307437905,0,0
1.3001300130013,0.014152768651782348,0.01416986526276807,0.0242532232248856,0,0
1.4001400140014002,0.013554728083708662,0.013570375020423917,0.02307166197472979,0,0
1.5001500150015,0.01379001003836166,0.013826178859971,0.022246213655592505,0,0
1.6001600160016,0.015039311301151539,0.015100269239267178,0.02479302508137642,0,0
1.7001700170017002,0.014822742230884223,0.014895530260917689,0.026142673928304206,0,0
1.8001800180018002,0.013837431490979688,0.013866744307784376,0.023680281479259203,0,0
1.9001900190019,0.016221800148500574,0.016872041585740995,0.03245650756278269,0,0
2.000200020002,0.025231286460737034,0.026354881486522198,0.04853499503521019,0,0
2.1002100210021,0.032881718441355734,0.03294566069011542,0.05322199288727371,0,1
2.2002200220022003,0.03515755046016791,0.03519583440388456,0.05255809059907459,0,1
2.3002300230023,0.036222962262394715,0.03623807761355622,0.056845056060894086,0,1
2.4002400240024,0.036079956392631694,0.036093376413137694,0.0592707973086467,0,1
2.5002500250025004,0.03656909768627594,0.03659767287010141,0.0591842821229822,0,1
