TimeStamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1.59111994918867e+15,-3,-0,0,-3,0,0,0,2
1.59111994918867e+15,-4,-2,-1,-2,-2,-2,-2,-2
1.59111994918964e+15,-2,-0,-1,-3,-1,-1,1,3
1.59111994918964e+15,0,-1,-2,0,0,0,-2,-4
1.59111994921845e+15,0,-1,-1,0,-1,-1,-2,-1
1.59111994921845e+15,-2,-1,-1,0,-1,-1,-3,-1
1.59111994921948e+15,0,-0,0,0,-2,-2,1,-1
1.59111994921948e+15,-1,1,0,1,-1,-1,1,-4
1.59111994922536e+15,0,-1,-2,0,0,0,-2,-2
1.59111994922536e+15,1,-0,-1,-1,-1,-1,-1,0
1.59111994925673e+15,0,-0,-2,-2,0,0,-2,-2
1.59111994925673e+15,0,-1,0,-1,-2,-2,-2,-1
1.59111994925673e+15,0,-0,-1,-1,-1,-1,0,0
1.59111994925673e+15,-1,-0,-2,1,-4,-4,0,1
1.5911199492583e+15,-1,-0,-1,1,-2,-2,-2,-3
1.5911199492583e+15,-1,-0,0,-2,0,0,0,2
1.59111994927831e+15,-1,-0,-2,-2,-1,-1,-1,2
1.59111994927831e+15,-1,-0,-1,-3,-1,-1,0,-1
1.59111994927897e+15,0,-0,1,-2,-1,-1,-1,-1
1.59111994927897e+15,0,-1,-2,-1,-3,-3,-1,-3
1.59111994929298e+15,-2,-0,0,-2,4,4,0,-3
1.59111994929298e+15,-3,-1,-2,-3,-3,-3,0,-2
1.59111994929895e+15,-4,-0,-1,0,2,2,-2,-1
1.59111994929895e+15,-1,-2,-2,-2,-2,-2,-3,-1
1.59111994930772e+15,1,-1,-3,-3,-3,-3,-3,-2
1.59111994930772e+15,0,2,0,1,5,5,0,0
1.59111994930975e+15,1,2,1,4,1,1,0,0
1.59111994930975e+15,-2,-0,-1,3,0,0,0,0
1.59111994933079e+15,-1,-2,-3,-1,-4,-4,-1,-1
1.59111994933079e+15,-3,-3,-1,-5,-1,-1,-4,-3
1.59111994933145e+15,-3,-3,-2,-7,-1,-1,-1,-1
1.59111994933145e+15,-4,-1,-2,1,0,0,0,-5
1.59111994934464e+15,0,1,0,-2,0,0,2,1
1.59111994934464e+15,1,-2,-2,-7,-1,-1,0,-1
1.59111994935277e+15,-1,2,-1,9,-1,-1,0,2
1.59111994935277e+15,0,-0,-2,-2,2,2,2,-1
1.59111994936748e+15,-2,-2,-3,0,-7,-7,-4,-4
1.59111994936748e+15,2,-2,-6,-3,-5,-5,-4,3
1.59111994936952e+15,3,-1,-1,-4,-2,-2,0,3
1.59111994936952e+15,-3,-1,-2,-5,0,0,-1,4
1.5911199493907e+15,-2,-1,-1,-2,-1,-1,1,-7
1.5911199493907e+15,3,-0,0,-1,0,0,-8,1
1.59111994939139e+15,-8,-1,-1,-3,-2,-2,7,-1
1.59111994939139e+15,0,-1,0,-1,-2,-2,-2,-6
1.59111994941335e+15,-1,-0,-1,-1,0,0,0,1
1.59111994941335e+15,-1,-4,0,2,-6,-6,-25,0
1.59111994941465e+15,-1,4,-3,-3,2,2,26,1
1.59111994941465e+15,1,2,2,0,0,0,1,6
1.59111994942842e+15,-5,-2,-3,-1,-1,-1,1,-9
1.59111994942842e+15,-2,1,1,3,0,0,4,1
1.59111994942967e+15,14,-1,-4,-4,-4,-4,-14,6
1.59111994942967e+15,-8,-3,-5,-6,-4,-4,-1,-2
1.59111994945107e+15,1,1,0,1,2,2,-1,2
1.59111994945107e+15,-2,2,1,2,0,0,6,-2
1.59111994945206e+15,-4,-4,-4,-1,-3,-3,-10,-4
1.59111994945206e+15,-1,2,10,2,-2,-2,2,-1
1.59111994946403e+15,0,-0,3,0,-3,-3,-4,0
1.59111994946403e+15,-4,-2,-9,-2,-2,-2,4,-2
1.59111994947301e+15,-3,-2,-3,-2,-1,-1,-3,-3
1.59111994947301e+15,5,-1,-2,-3,-3,-3,-4,-3
1.59111994949538e+15,-3,2,5,1,-1,-1,0,0
1.59111994949538e+15,0,1,5,0,-2,-2,3,-4
1.59111994949642e+15,-4,-1,2,-2,-1,-1,-4,-4
1.59111994949642e+15,-2,-2,-8,-3,-1,-1,-2,-1
1.59111994951131e+15,0,-0,-4,1,-1,-1,-1,2
1.59111994951131e+15,-2,1,2,-1,1,1,2,-1
1.59111994951199e+15,0,-2,-3,-1,-1,-1,-6,-2
1.59111994951199e+15,0,-1,0,-3,-2,-2,-1,-1
1.59111994952455e+15,-2,-1,-3,-2,-1,-1,0,0
1.59111994952455e+15,-1,-0,-1,0,0,0,0,-4
1.59111994953306e+15,-4,-1,1,1,1,1,-2,-1
1.59111994953306e+15,0,-0,-1,0,0,0,-2,-1
1.59111994954852e+15,1,-1,-5,-3,0,0,-2,0
1.59111994954852e+15,-1,-0,-1,-2,1,1,0,-2
1.59111994954953e+15,-3,-2,1,-2,-2,-2,-3,-6
1.59111994954953e+15,-2,-1,-4,0,0,0,0,1
1.59111994957064e+15,2,-0,1,0,1,1,-3,0
1.59111994957064e+15,-1,-0,-1,-2,-1,-1,1,0
1.5911199495724e+15,0,-0,0,0,-1,-1,-1,-1
1.5911199495724e+15,-1,-1,0,-3,0,0,-4,-2
1.59111994958418e+15,-3,-2,-2,0,-4,-4,-1,-2
1.59111994958418e+15,1,-0,-1,-1,0,0,0,-3
1.59111994960636e+15,-6,-0,-5,0,0,0,0,5
1.59111994960636e+15,0,1,1,2,-1,-1,1,-1
1.59111994961567e+15,2,-0,-1,-1,-1,-1,0,1
1.59111994961567e+15,-2,-2,-3,-3,-1,-1,-1,-4
1.59111994961667e+15,0,-1,1,-1,-1,-1,-1,-4
1.59111994961667e+15,-3,-1,0,-3,-1,-1,-2,-3
1.59111994963082e+15,-3,-1,-1,-1,1,1,-1,-4
1.59111994963082e+15,-1,-0,0,-3,-2,-2,0,4
1.59111994963163e+15,1,-1,0,-4,-1,-1,-2,-2
1.59111994963163e+15,-1,-0,-1,-3,-1,-1,-1,0
1.59111994965277e+15,-2,-0,-1,1,0,0,-2,-1
1.59111994965277e+15,-2,-1,-2,0,0,0,-1,-2
1.59111994965477e+15,1,-0,0,-1,0,0,-2,-2
1.59111994965477e+15,0,-1,-2,-2,-1,-1,-2,-1
1.59111994966787e+15,-1,-2,-2,-4,-3,-3,-3,-1
1.59111994966787e+15,0,-0,0,0,-1,-1,1,1
1.59111994966886e+15,-1,-0,-1,-1,0,0,-3,3
1.59111994966886e+15,-1,-0,-2,0,0,0,-1,-2
1.59111994969073e+15,0,-0,-1,-1,0,0,1,-3
1.59111994969073e+15,-2,-1,-3,-2,0,0,0,-2
1.59111994969137e+15,-1,-1,-1,-1,-1,-1,0,-2
1.59111994969137e+15,2,-0,-1,-1,-1,-1,-1,0
1.59111994970439e+15,-5,-0,0,0,0,0,-1,0
1.59111994970439e+15,-2,-0,-2,-1,-1,-1,-2,-1
1.59111994971277e+15,-2,-1,1,-1,-2,-2,-2,-4
1.59111994971277e+15,-8,-4,-5,-6,-2,-2,-3,-2
1.59111994972843e+15,0,-0,0,-1,-2,-2,-1,-1
1.59111994972843e+15,0,-0,-3,-1,1,1,0,-2
1.59111994972944e+15,-2,-1,1,-1,1,1,1,-2
1.59111994972944e+15,-2,1,1,6,-2,-2,1,-1
1.59111994975065e+15,0,1,3,-1,-1,-1,-1,-3
1.59111994975065e+15,0,-0,-4,4,-3,-3,0,-2
1.59111994975165e+15,-1,-1,-4,3,-3,-3,0,-2
1.59111994975165e+15,1,-1,-3,-1,-3,-3,1,1
1.59111994977302e+15,-2,-2,-1,-6,-2,-2,-1,0
1.59111994977302e+15,1,1,2,-1,-1,-1,0,1
1.5911199497741e+15,-4,-2,-4,-4,-2,-2,-1,-1
1.5911199497741e+15,1,-0,0,0,0,0,-4,-1
1.59111994978831e+15,1,1,1,3,-1,-1,0,-1
1.59111994978831e+15,-5,-6,-17,-9,-3,-3,-4,-2
1.59111994978924e+15,1,-1,-1,-1,-2,-2,1,-1
1.59111994978924e+15,-6,-2,-1,-2,-4,-4,-2,-2
1.59111994981054e+15,-2,-0,2,0,-2,-2,-2,-4
1.59111994981054e+15,-1,1,4,2,-1,-1,0,2
1.59111994981228e+15,-1,-1,-3,1,-1,-1,0,-4
1.59111994981228e+15,3,1,-1,-1,-1,-1,0,6
1.59111994982369e+15,-1,-1,-5,-3,-2,-2,1,-2
1.59111994982369e+15,-1,-0,7,2,-1,-1,-1,-6
1.59111994983313e+15,0,1,-3,-3,-2,-2,0,8
1.59111994983313e+15,0,-1,1,-2,-2,-2,-2,-3
1.59111994984846e+15,0,-2,-9,-3,-3,-3,1,1
1.59111994984846e+15,0,-1,0,1,-4,-4,-3,0
1.59111994984947e+15,0,-0,1,0,-2,-2,-2,-4
1.59111994984947e+15,0,-0,1,0,0,0,-2,-2
1.59111994987831e+15,-2,-0,1,-1,-1,-1,0,2
1.59111994987831e+15,-3,-1,-4,-2,0,0,0,-1
1.59111994987912e+15,0,-0,2,-3,-1,-1,-1,0
1.59111994987912e+15,-1,-0,-1,1,-1,-1,2,-4
1.59111994988414e+15,0,-0,1,-1,0,0,0,-1
1.59111994988414e+15,0,1,1,0,-1,-1,1,2
1.59111994989266e+15,-2,-1,0,-2,-2,-2,-1,1
1.59111994989266e+15,3,-1,-4,-3,-3,-3,-2,-4
1.59111994990734e+15,1,-1,-3,-2,-2,-2,-2,-2
1.59111994990734e+15,-1,-1,-1,-3,-3,-3,-1,-2
1.59111994991453e+15,-3,-3,-5,-2,-2,-2,-2,-4
1.59111994991453e+15,-7,-0,2,0,2,2,2,-1
1.59111994993771e+15,0,1,4,2,1,1,0,0
1.59111994993771e+15,-2,-0,4,1,-1,-1,-1,-1
1.59111994993974e+15,-1,-0,-2,0,-1,-1,-2,-2
1.59111994993974e+15,-3,-2,-3,-1,-2,-2,-2,-1
1.59111994994463e+15,-1,-1,-1,-2,-2,-2,-4,1
1.59111994994463e+15,0,-0,5,-1,0,0,-1,-5
1.5911199499528e+15,2,2,1,0,1,1,2,3
1.5911199499528e+15,-1,-1,-6,-4,0,0,-1,1
1.5911199499825e+15,-2,-1,-4,-1,-3,-3,-1,-3
1.5911199499825e+15,0,-1,0,-2,-3,-3,-2,-1
1.5911199499845e+15,-1,-1,2,-1,0,0,-3,-3
1.5911199499845e+15,-1,-1,-1,-2,-2,-2,-1,-1
1.59111994999065e+15,0,1,-1,1,1,1,0,-1
1.59111994999065e+15,-3,-2,-1,-2,-1,-1,-3,-1
1.59111994999151e+15,-1,-0,-4,0,0,0,0,-2
1.59111994999151e+15,-2,-1,-1,-1,-1,-1,0,-2
1.59111995000425e+15,-4,-2,-2,-5,-1,-1,-1,-2
1.59111995000425e+15,0,-0,-4,1,0,0,1,2
1.5911199500125e+15,2,-1,0,-1,-2,-2,0,-3
1.5911199500125e+15,0,-0,1,-1,-2,-2,-2,-1
1.5911199500271e+15,-4,-2,-4,1,-1,-1,-2,-2
1.5911199500271e+15,-2,-0,-2,0,0,0,-2,-3
1.59111995003409e+15,-1,1,-2,-1,0,0,1,4
1.59111995003409e+15,1,-0,2,0,0,0,-3,-1
1.59111995005045e+15,1,-1,0,-3,-1,-1,-3,0
1.59111995005045e+15,-2,-2,-9,-3,0,0,-1,-2
1.59111995005192e+15,-3,1,5,3,-2,-2,-1,-2
1.59111995005192e+15,-8,-2,0,0,-2,-2,-1,-6
1.59111995007336e+15,-1,-2,-12,-4,0,0,0,2
1.59111995007336e+15,-1,-0,0,-1,0,0,0,-1
1.59111995007386e+15,-1,-2,-2,-3,-2,-2,-4,-5
1.59111995007386e+15,-2,-0,1,-1,0,0,0,0
1.59111995008748e+15,-1,-0,3,1,0,0,0,-2
1.59111995008748e+15,-2,-2,-3,-2,-2,-2,-2,0
1.59111995009452e+15,-2,-2,-2,-4,0,0,-2,1
1.59111995009452e+15,4,-0,-1,-1,-1,-1,-3,1
1.59111995011104e+15,-5,-0,3,0,-1,-1,-1,-1
1.59111995011104e+15,0,-0,0,0,-2,-2,2,-1
1.59111995011671e+15,-4,1,4,0,2,2,0,-3
1.59111995011671e+15,2,1,-5,0,-1,-1,-1,5
1.59111995012426e+15,2,2,4,2,0,0,-1,1
1.59111995012426e+15,-4,-1,-3,-1,-1,-1,-1,-2
1.59111995013884e+15,-3,-1,-1,0,-1,-1,-2,-2
1.59111995013884e+15,-3,-1,-5,-1,0,0,-2,-2
1.59111995014781e+15,0,-1,-5,-1,-2,-2,0,-2
1.59111995014781e+15,0,1,2,-2,1,1,-1,1
1.59111995015456e+15,-1,-1,0,-1,-3,-3,-2,-3
1.59111995015456e+15,1,3,5,1,0,0,0,2
1.59111995017829e+15,-1,-1,-1,-3,-2,-2,-1,-2
1.59111995017829e+15,-1,-1,-4,-2,0,0,0,-3
