TimeStamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1.5910980617725e+15,-3,-6,-8,-4,-12,-12,-11,-5
1.5910980617725e+15,2,-5,-32,-16,6,6,1,1
1.59109806177346e+15,-3,5,63,1,-8,-8,-2,-3
1.59109806177346e+15,-4,5,1,26,0,0,-6,1
1.59109806177444e+15,-2,2,7,6,-1,-1,2,1
1.59109806177444e+15,6,5,19,0,-4,-4,1,2
1.59109806177688e+15,-5,-8,-37,-10,-1,-1,-1,-2
1.59109806177688e+15,2,2,5,-4,2,2,3,-1
1.59109806177756e+15,-2,2,2,8,0,0,1,-2
1.59109806177756e+15,-1,2,9,5,1,1,-1,-1
1.59109806178505e+15,0,-0,-8,-1,4,4,1,0
1.59109806178505e+15,1,1,22,-9,-3,-3,-2,-2
1.59109806179996e+15,-4,-8,-34,-13,3,3,-1,-3
1.59109806179996e+15,0,3,5,17,-2,-2,-4,-2
1.5910980618144e+15,-2,-5,-18,-11,-4,-4,0,1
1.5910980618144e+15,-3,-10,-28,-23,-5,-5,-2,-4
1.59109806181553e+15,3,10,22,22,3,3,3,3
1.59109806181553e+15,-4,-1,6,1,-2,-2,-3,-4
1.59109806184579e+15,1,4,-9,6,2,2,2,3
1.59109806184579e+15,-1,-1,5,-3,-1,-1,-3,-4
1.59109806184579e+15,8,-4,-10,-14,-1,-1,2,0
1.59109806184579e+15,-7,-3,-4,0,-2,-2,-2,-3
1.59109806188312e+15,2,4,39,-3,-11,-11,-3,-1
1.59109806188312e+15,8,9,40,12,-1,-1,-4,3
1.59109806188412e+15,-8,-8,-31,-7,-14,-14,6,0
1.59109806188412e+15,-8,-9,1,-13,-13,-13,-11,-3
1.59109806188512e+15,-3,-2,-26,-15,23,23,4,-1
1.59109806188512e+15,4,1,25,-6,-5,-5,-3,-1
1.59109806188772e+15,2,5,10,16,-3,-3,-2,-1
1.59109806188772e+15,4,3,-4,-1,12,12,1,-2
1.59109806189626e+15,6,16,36,39,7,7,2,0
1.59109806189626e+15,-10,-23,-58,-54,-18,-18,-5,-3
1.59109806190295e+15,0,3,-5,13,13,13,3,-1
1.59109806190295e+15,0,2,-2,4,-5,-5,0,0
1.59109806191029e+15,0,2,-4,-1,7,7,0,0
1.59109806191029e+15,0,1,9,5,-10,-10,-2,-4
1.59109806192539e+15,2,-0,-4,-10,16,16,0,3
1.59109806192539e+15,-1,-2,-2,2,-4,-4,-6,1
1.59109806193283e+15,-1,-1,-6,-4,7,7,3,-3
1.59109806193283e+15,-8,-6,-22,2,-6,-6,-3,-3
1.59109806194782e+15,1,5,14,14,-2,-2,-2,-1
1.59109806194782e+15,2,4,16,8,1,1,0,-1
1.59109806195609e+15,-2,-12,-13,-34,-14,-14,-6,-3
1.59109806195609e+15,0,9,-16,42,12,12,0,1
1.59109806197125e+15,2,2,26,-10,-2,-2,-1,0
1.59109806197125e+15,-1,-4,-6,-9,-1,-1,-2,-3
1.59109806197125e+15,-3,3,8,15,-11,-11,2,1
1.59109806197125e+15,-2,-5,-14,-1,-17,-17,-3,3
1.59109806199357e+15,-7,1,-5,1,19,19,6,-6
1.59109806199357e+15,-3,-1,-8,2,-6,-6,3,1
1.59109806199428e+15,1,-5,-4,-12,-3,-3,-10,-1
1.59109806199428e+15,2,-1,14,6,-17,-17,-5,2
1.59109806200858e+15,-6,-8,-9,-15,4,4,-9,-7
1.59109806200858e+15,0,-1,-8,-5,7,7,1,-5
1.59109806201572e+15,2,-2,2,1,-7,-7,-4,-4
1.59109806201572e+15,-5,1,-3,-3,8,8,7,-3
1.59109806203866e+15,-4,-11,-4,-25,-15,-15,-5,-3
1.59109806203866e+15,3,13,31,27,4,4,4,4
1.59109806203966e+15,-7,-4,-53,20,-5,-5,3,5
1.59109806203966e+15,-3,-2,12,-21,4,4,-2,-3
1.59109806205262e+15,-1,-8,-23,-20,-14,-14,-5,1
1.59109806205262e+15,-3,-2,2,-7,3,3,3,-2
1.59109806205362e+15,8,6,26,13,-5,-5,-3,0
1.59109806205362e+15,-2,-2,-2,-8,1,1,1,-2
1.5910980620763e+15,1,7,31,26,-20,-20,2,-4
1.5910980620763e+15,0,-8,-27,-41,18,18,-5,5
1.5910980620773e+15,-7,9,-7,4,33,33,25,1
1.5910980620773e+15,3,-4,-2,0,-9,-9,-21,-3
1.59109806209063e+15,-1,-4,-8,-25,10,10,3,1
1.59109806209063e+15,-7,2,-3,18,-14,-14,4,2
1.59109806209163e+15,1,-5,11,-22,-13,-13,-9,0
1.59109806209163e+15,3,8,24,-21,25,25,9,3
1.59109806212945e+15,0,4,13,37,-21,-21,-7,-4
1.59109806212945e+15,0,-2,-12,16,-7,-7,-10,-8
1.59109806212945e+15,-4,-2,-10,-4,7,7,-9,-5
1.59109806212945e+15,0,-0,5,-1,-11,-11,4,-1
1.59109806213553e+15,-2,-1,5,19,-30,-30,-4,4
1.59109806213553e+15,-5,-14,-27,-37,-1,-1,0,-4
1.59109806214359e+15,0,9,11,3,27,27,15,2
1.59109806214359e+15,-4,-13,-10,-13,-34,-34,-22,-5
1.59109806215027e+15,5,11,1,-4,31,31,18,2
1.59109806215027e+15,7,8,7,14,-1,-1,3,3
1.59109806215128e+15,-5,-11,-13,9,-29,-29,-24,-10
1.59109806215128e+15,7,-11,-21,-26,-14,-14,1,3
1.59109806217373e+15,-11,6,1,10,33,33,8,-2
1.59109806217373e+15,-4,7,27,13,-9,-9,-2,0
1.59109806217373e+15,4,14,35,25,5,5,0,2
1.59109806217373e+15,1,-1,-7,4,3,3,-2,-2
1.59109806218792e+15,-8,-13,-43,10,-14,-14,-24,-11
1.59109806218792e+15,-1,2,4,7,-7,-7,12,0
1.59109806219619e+15,-1,-6,-9,-64,16,16,16,2
1.59109806219619e+15,-5,10,27,60,-10,-10,-22,-9
1.59109806221076e+15,11,3,8,9,-5,-5,-16,-2
1.59109806221076e+15,3,-6,-7,-3,-12,-12,-14,0
1.59109806221154e+15,-16,-30,-30,-2,-119,-119,-16,-5
1.59109806221154e+15,-6,20,0,-11,109,109,39,3
1.59109806224189e+15,6,3,7,-15,18,18,-1,0
1.59109806224189e+15,4,14,6,-2,49,49,30,1
1.59109806224189e+15,14,-6,-10,-18,1,1,-21,0
1.59109806224189e+15,-5,-1,-18,37,-34,-34,-1,0
1.59109806224789e+15,-5,-14,-9,-33,-32,-32,-6,2
1.59109806224789e+15,3,-0,15,5,-11,-11,-16,0
1.59109806225656e+15,-3,-3,-5,23,-49,-49,-8,1
1.59109806225656e+15,6,13,19,-14,67,67,20,-4
1.59109806227189e+15,18,-3,-10,-32,2,2,5,5
1.59109806227189e+15,-39,-10,-7,18,-35,-35,-11,-6
1.59109806227189e+15,-13,-6,-35,-23,23,23,10,-2
1.59109806227189e+15,-4,-2,-15,6,-18,-18,-1,1
1.59109806229358e+15,8,-4,14,-13,-36,-36,-10,-1
1.59109806229358e+15,10,9,15,-17,35,35,15,1
1.59109806229358e+15,2,1,12,22,-4,-4,-25,-5
1.59109806229358e+15,-3,1,21,-6,12,12,-9,-2
1.59109806230779e+15,1,14,7,7,49,49,27,9
1.59109806230779e+15,-1,-27,-34,-94,-29,-29,2,1
1.59109806231626e+15,-8,16,11,46,20,20,14,-1
1.59109806231626e+15,6,-5,-9,2,-39,-39,-9,4
1.59109806233122e+15,-9,3,20,14,18,18,-29,-10
1.59109806233122e+15,-5,-18,-8,-8,-52,-52,-31,-10
1.59109806233122e+15,16,3,-33,-44,50,50,39,10
1.59109806233122e+15,-3,9,19,26,-8,-8,18,-2
1.59109806236097e+15,-2,-1,-16,2,-33,-33,14,12
1.59109806236097e+15,8,14,34,33,51,51,-33,-3
1.59109806236936e+15,-5,-10,-12,-10,-29,-29,-12,-4
1.59109806236936e+15,-3,-0,-12,-14,17,17,12,1
1.59109806237583e+15,-10,-6,-12,-27,9,9,-1,-4
1.59109806237583e+15,10,9,19,18,-13,-13,14,4
1.59109806237689e+15,0,9,6,35,-6,-6,-7,0
1.59109806237689e+15,-2,5,-6,-4,52,52,0,-12
1.591098062399e+15,6,3,2,-2,-12,-12,10,4
1.591098062399e+15,-15,2,-2,0,4,4,11,8
1.59109806240001e+15,-9,-10,-13,-13,-4,-4,-12,-7
1.59109806240001e+15,-8,-11,-5,-4,-44,-44,-10,0
1.59109806242195e+15,0,-3,-5,-7,2,2,-6,-6
1.59109806242195e+15,6,4,-2,21,3,3,3,-5
1.59109806242195e+15,3,4,22,-4,3,3,2,0
1.59109806242195e+15,1,-7,-11,-15,-9,-9,-12,-2
1.59109806242801e+15,-4,1,-5,19,2,2,0,-6
1.59109806242801e+15,4,1,3,6,-6,-6,-9,2
1.59109806243597e+15,1,-4,-1,-21,4,4,2,4
1.59109806243597e+15,6,7,-7,-19,40,40,14,3
1.59109806245027e+15,-2,3,4,10,-2,-2,2,3
1.59109806245027e+15,-1,-2,-10,-7,-3,-3,3,-2
1.59109806245128e+15,-2,1,10,11,-5,-5,-6,-6
1.59109806245128e+15,28,3,7,1,-24,-24,-1,11
1.59109806247304e+15,42,8,7,-2,2,2,-1,4
1.59109806247304e+15,-91,-18,-13,-5,0,0,9,-25
1.59109806247404e+15,21,4,1,0,-1,-1,2,-6
1.59109806247404e+15,-26,-7,-11,2,1,1,-17,-8
1.5910980624967e+15,1,-2,-1,3,-4,-4,-15,-3
1.5910980624967e+15,33,5,-9,-3,1,1,2,10
1.5910980624977e+15,-2,5,7,-2,13,13,9,2
1.5910980624977e+15,-4,-4,-3,0,-16,-16,-3,-2
