TimeStamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1.59101212835884e+15,0,-1,-2,-1,0,0,0,-2
1.59101212835884e+15,-1,-1,-1,-1,1,1,-6,0
1.59101212835986e+15,0,-1,-3,-1,-2,-2,1,2
1.59101212835986e+15,0,-0,-1,1,-1,-1,-1,-1
1.59101212835986e+15,-1,-0,1,-1,-1,-1,1,-1
1.59101212835986e+15,0,-0,-2,0,0,0,0,-2
1.59101212836384e+15,-3,-2,-1,-4,-1,-1,-3,-2
1.59101212836384e+15,-2,-2,-5,-2,-1,-1,-2,-1
1.59101212837181e+15,-1,-0,-1,-2,-1,-1,1,0
1.59101212837181e+15,-1,-0,-1,0,-1,-1,1,-1
1.59101212837879e+15,-2,-2,-3,-1,-1,-1,-5,-3
1.59101212837879e+15,-2,-0,-1,-1,0,0,1,-3
1.59101212839495e+15,-1,-1,0,-1,0,0,-4,-5
1.59101212839495e+15,0,1,0,-1,-1,-1,5,3
1.59101212839978e+15,-1,-0,-1,-1,0,0,0,2
1.59101212839978e+15,-2,-2,-1,-1,-4,-4,-3,-2
1.59101212841569e+15,-1,-1,-2,1,-3,-3,-2,0
1.59101212841569e+15,-4,-0,1,1,0,0,-2,-1
1.59101212842367e+15,-1,-0,0,-2,-1,-1,-2,0
1.59101212842367e+15,-3,-1,-1,-3,-1,-1,-1,-1
1.59101212843069e+15,-1,1,2,5,0,0,0,-4
1.59101212843069e+15,1,-1,-4,-5,-2,-2,-1,-1
1.59101212844561e+15,-2,-2,0,-2,-2,-2,-1,-5
1.59101212844561e+15,0,-0,0,-4,-2,-2,1,0
1.59101212849351e+15,-1,1,1,0,1,1,0,1
1.59101212849351e+15,-3,-1,1,-2,0,0,-3,-3
1.59101212849448e+15,-1,-1,-2,-2,-3,-3,0,-1
1.59101212849448e+15,2,-0,-2,1,-1,-1,0,0
1.59101212849548e+15,0,-0,-2,-1,-1,-1,-1,0
1.59101212849548e+15,-1,-2,-2,-1,-1,-1,-3,-2
1.59101212849968e+15,-2,-3,-1,-2,-2,-2,-4,-5
1.59101212849968e+15,0,1,-1,-2,0,0,1,0
1.59101212850146e+15,0,-0,-3,-1,-2,-2,-2,0
1.59101212850146e+15,-2,-0,-1,-1,0,0,1,1
1.59101212850545e+15,-3,-0,0,-1,-1,-1,0,-1
1.59101212850545e+15,-1,-0,0,1,-2,-2,1,-1
1.59101212851443e+15,0,-0,-1,-2,0,0,-3,-1
1.59101212851443e+15,-1,-1,-2,1,-1,-1,-3,-1
1.59101212852861e+15,-2,-1,-2,0,-2,-2,-1,-1
1.59101212852861e+15,-1,1,0,0,0,0,4,2
1.59101212853565e+15,1,-0,0,0,-1,-1,-1,-1
1.59101212853565e+15,-1,-0,0,-1,-1,-1,-2,-1
1.59101212855055e+15,-1,-0,0,0,0,0,-1,-1
1.59101212855055e+15,-1,-1,-4,-5,0,0,-2,-4
1.59101212857431e+15,-1,-1,-2,-3,-1,-1,-1,-1
1.59101212857431e+15,-2,-1,-3,-2,-2,-2,1,0
1.59101212857527e+15,-1,1,0,1,-1,-1,0,-1
1.59101212857527e+15,-1,-0,0,-1,-1,-1,1,-1
1.59101212857726e+15,-2,-2,-2,-2,-2,-2,-3,-2
1.59101212857726e+15,-2,-0,0,-1,-1,-1,0,-2
1.59101212859621e+15,0,-0,-1,-1,0,0,2,-1
