Time (ms),EMG Value
4082,-8.33
4095,-7.37
4108,2.62
4122,6.00
4135,0.47
4149,-0.80
4162,-1.15
4175,-2.54
4188,1.30
4202,2.23
4215,-1.18
4229,0.40
4242,0.62
4255,-2.11
4268,0.28
4282,1.86
4295,-2.17
4308,0.40
4322,1.78
4335,-1.13
4349,0.32
4362,0.40
4375,-2.07
4389,0.82
4402,1.59
4415,-1.48
4428,0.46
4442,0.89
4455,-1.83
4468,0.61
4482,1.22
4495,-1.64
4508,0.59
4522,1.09
4535,-1.73
4549,0.57
4562,1.12
4575,-1.69
4589,0.59
4602,1.12
4615,-1.70
4628,0.58
4642,1.12
4655,-1.70
4668,0.58
4682,1.12
4695,-1.70
4708,0.58
4722,1.12
4735,-1.70
4748,0.58
4762,1.12
4775,-1.70
4788,0.58
4802,1.12
4815,-1.70
4828,0.58
4842,1.12
4855,-1.70
4868,0.58
4882,1.12
4895,-1.70
4908,0.58
4922,1.12
4935,-1.70
4948,0.58
4962,1.12
4975,-1.70
4989,0.58
5002,1.12
5015,-1.70
5029,0.58
5042,1.12
5055,-1.70
5069,0.58
5082,1.12
5095,-1.70
5108,0.58
5122,1.12
5135,-1.70
5148,0.58
5162,1.12
5175,-1.70
5189,0.58
5202,1.12
5215,-1.70
5229,0.58
5242,1.12
5255,-1.70
5269,0.58
5282,1.12
5295,-1.70
5308,0.43
5322,1.61
5335,-1.58
5348,-1.12
5362,1.82
5375,0.47
5388,-0.24
5402,-0.65
5415,-1.76
5429,1.09
5442,2.49
5455,-0.92
5469,-1.37
5482,-0.18
5495,-0.76
5508,2.14
5522,1.39
5535,-2.69
5548,-0.32
5562,1.14
5575,-1.07
5588,0.92
5602,1.77
5615,-2.67
5628,-0.06
5642,1.62
5655,-0.87
5668,-0.29
5682,1.87
5695,-2.31
5708,-0.28
5722,2.01
5735,-0.64
5748,-0.97
5762,1.89
5775,-0.75
5789,-1.57
5802,1.44
5817,-0.55
5828,-0.07
5842,1.43
5855,-1.66
5868,-0.12
5882,2.64
5895,-1.99
5908,-1.59
5922,2.18
5935,-0.85
5948,-0.26
5962,2.17
5975,-1.13
5988,-1.86
6002,1.62
6015,-0.11
6029,-0.76
6042,1.80
6055,-1.50
6068,-0.60
6082,2.15
6095,-0.99
6108,-1.63
6122,1.84
6135,-0.03
6149,-0.86
6162,1.44
6175,-1.00
6188,-1.28
6202,1.86
6215,-0.32
6229,-0.99
6242,1.81
6255,-1.34
6268,-0.53
6282,2.06
6295,-1.11
6308,-1.67
6322,1.90
6335,0.05
6348,-0.81
6362,1.44
6375,-1.04
6388,-1.32
6402,1.85
6415,-0.32
6429,-0.99
6442,1.67
6455,-0.68
6468,-1.20
6482,1.68
6495,-0.56
6508,-1.09
6522,1.72
6535,-0.57
6549,-0.97
6562,1.05
6575,0.09
6588,-0.74
6602,1.14
6615,-1.17
6629,-0.79
6642,1.68
6655,0.41
6668,-0.84
6682,0.05
6695,-0.68
6708,-0.42
6722,2.03
6735,-0.72
6749,-1.24
6762,1.77
6775,-0.54
6788,-1.25
6802,1.53
6815,-0.61
6829,-0.99
6842,1.86
6855,-0.53
6868,-1.18
6882,1.61
6895,-0.63
6908,-1.12
6922,1.73
6935,-0.55
6948,-1.11
6962,1.70
6975,-0.58
6988,-1.13
7002,1.69
7015,-0.59
7028,-0.97
7042,1.06
7055,0.25
7068,-1.38
7082,1.82
7095,-0.78
7108,-1.50
7122,1.74
7135,-0.10
7148,-0.60
7162,0.92
7175,-0.35
7188,-0.89
7202,0.57
7215,-0.21
7228,-0.19
7242,1.00
7255,0.35
7268,-1.63
7282,0.73
7295,0.17
7308,-0.95
7322,0.98
7335,0.30
7348,-0.61
7362,0.92
7375,-1.49
7388,-0.98
7402,2.45
7415,0.65
7428,-1.87
7442,-0.12
7455,0.91
7469,-0.58
7482,0.13
7495,0.33
7508,-0.79
7522,0.56
7535,0.73
7548,-0.94
7562,0.08
7575,0.58
7588,-1.48
7602,1.06
7615,1.18
7628,-2.02
7642,0.36
7655,1.24
7668,-1.60
7682,1.48
7695,-0.31
7708,-1.73
7722,2.09
7735,0.37
7748,-2.11
7762,0.07
7775,1.49
7788,-0.28
7802,0.67
7815,-0.85
7829,-1.59
7842,1.08
7855,1.73
7868,-1.47
7882,0.24
7895,0.58
7908,-1.91
7922,0.84
7935,1.52
7948,-1.52
7962,0.45
7975,0.87
7988,-1.85
8002,0.60
8015,1.24
8028,-1.60
8042,0.61
8055,0.94
8068,-1.10
8082,-0.13
8095,0.73
8108,-1.14
8122,1.18
8135,0.96
8148,-2.32
8161,0.27
8175,1.38
8188,-1.25
8202,0.77
8215,0.97
8228,-1.96
8242,0.44
8255,1.16
8268,-1.59
8282,0.66
8295,1.14
8308,-1.88
8322,1.19
8335,0.42
8348,-2.09
8362,1.14
8375,1.71
8388,-2.02
8402,0.60
8415,0.14
8428,-1.98
8442,2.23
8455,1.22
8468,-2.40
8482,0.25
8495,1.26
8508,-1.58
8522,0.51
8535,1.08
8548,-1.57
8562,0.75
8575,1.15
8588,-1.84
8602,0.42
8615,1.07
8629,-1.64
8642,0.67
8655,1.18
8668,-1.70
8682,0.55
8695,1.09
8708,-1.41
8722,-0.87
8735,3.12
8748,-1.46
8762,-1.71
8775,1.98
8788,-1.70
8802,1.40
8815,1.47
8828,-2.33
8842,-0.35
8855,1.69
8868,-1.83
8882,0.53
8895,2.34
8908,-2.10
8922,-0.24
8935,1.02
8948,-1.30
8962,0.78
8975,0.97
8988,-1.86
9002,0.49
9015,1.94
9028,-2.32
9042,-0.06
9055,2.18
9068,-1.84
9081,0.08
9095,0.98
9108,-0.73
9122,-0.01
9135,0.38
9148,-0.50
9162,-0.06
9175,1.43
9188,-1.33
9201,0.19
9215,0.17
9228,-0.47
9242,-0.21
9255,0.87
9268,-0.45
9281,0.71
9295,1.11
9308,-2.45
9322,-1.21
9335,2.40
9348,-0.07
9361,-0.87
9375,1.97
9388,-1.18
9401,-1.17
9415,1.20
9428,-0.17
9442,-0.42
9455,0.29
9468,-0.62
9482,-0.09
9495,2.59
9508,-1.59
9522,-0.53
9535,1.02
9548,-2.21
9562,0.13
9575,2.20
9588,-0.43
9602,0.10
9615,1.00
9628,-3.22
9642,-0.81
9655,4.03
9668,-0.86
9681,-0.49
9695,1.42
9708,-2.93
9722,-0.43
9735,1.83
9748,0.01
9762,0.45
9775,1.75
9788,-2.93
9802,-1.59
9815,2.76
9828,-0.66
9841,0.22
9855,1.18
9868,-1.61
9881,-1.16
9895,2.39
9908,-0.23
9922,-1.45
9935,1.23
9948,-0.65
9962,-0.82
9975,1.99
9988,-0.54
10002,-1.28
10015,1.69
10028,-1.27
10042,-0.40
10055,2.15
10068,-0.94
10082,-2.50
10095,3.34
10108,-0.91
10122,-1.08
10135,1.79
10148,-0.98
10162,-0.80
10175,1.19
10188,-1.29
10202,0.37
10215,2.79
10228,-2.17
10241,-1.82
10255,1.95
10268,-0.15
10282,-0.86
10295,1.82
10308,-0.74
10321,-0.34
10335,-0.36
10348,-0.41
10362,0.93
10375,1.76
10388,-2.31
10404,-1.96
10415,2.73
10428,0.82
10441,-0.93
10455,0.74
10468,-1.52
10482,-1.24
10495,2.25
10508,-0.02
10522,-0.95
10535,1.52
10548,-0.84
10562,-1.27
10575,1.69
10588,-0.52
10602,-1.06
10615,1.74
10628,-0.57
10642,-1.12
10655,1.69
10668,-0.59
10682,-0.98
10695,1.05
10708,0.09
10722,-0.74
10735,1.15
10748,-1.16
10762,-0.94
10775,2.33
10788,-0.27
10802,-1.38
10815,1.25
10828,-0.77
10842,-0.97
10855,1.96
10868,-0.44
10882,-1.15
10895,1.59
10908,-0.66
10922,-1.14
10935,1.72
10948,-0.40
10962,-1.74
10975,2.38
10988,-0.20
11002,-1.53
11015,0.31
11028,0.91
11042,-0.79
11055,1.08
11068,-0.87
11081,-0.81
11095,1.97
11108,-0.59
11122,-2.08
11135,2.32
11148,0.18
11162,-1.94
11175,1.17
11188,0.50
11202,-0.66
11215,0.18
11228,-0.37
11242,-0.96
11255,2.61
11268,-0.42
11282,-2.46
11295,1.09
11308,1.52
11322,-1.31
11335,0.20
11348,-0.00
11362,-1.47
11375,2.52
11388,0.64
11402,-2.55
11415,0.10
11428,0.66
11442,-1.05
11455,2.42
11468,0.56
11482,-3.07
11495,0.23
11508,1.74
11522,-1.16
11535,0.53
11548,0.82
11562,-1.97
11575,1.34
11588,0.56
11601,-2.25
11615,1.68
11628,0.98
11642,-2.39
11655,1.21
11668,0.60
11682,-1.35
11695,0.26
11708,1.19
11722,-1.22
11735,0.73
11748,0.69
11762,-2.18
11775,0.57
11788,1.52
11801,-1.35
11815,0.60
11828,0.89
11842,-1.93
11855,0.52
11868,1.21
11882,-1.59
11895,0.64
11908,1.12
11922,-1.89
11935,1.19
11948,0.43
11962,-2.08
11975,1.14
11988,1.71
12002,-1.87
12015,-0.04
12028,0.81
12042,-1.44
12055,1.03
12068,1.31
12081,-1.85
12095,0.32
12108,0.99
12122,-1.67
12135,0.69
12149,1.20
12162,-1.68
12175,0.56
12188,1.09
12202,-1.72
12215,0.57
12228,1.12
12242,-1.69
12255,0.59
12268,1.13
12282,-1.70
12295,0.58
12308,1.12
12322,-1.70
12335,0.58
12348,1.12
12362,-1.86
12375,1.22
12389,0.45
12402,-2.08
12415,1.14
12428,1.71
12441,-1.87
12455,-0.05
12468,0.81
12482,-1.45
12495,1.03
12508,1.31
12521,-1.85
12535,0.32
12548,0.99
12562,-1.67
12575,0.53
12588,1.84
12602,-2.36
12615,0.18
12628,1.65
12642,-1.13
12655,0.40
12668,0.50
12682,-2.01
12696,0.84
12708,1.57
12721,-1.51
12735,0.43
12748,0.86
12762,-1.84
12775,0.61
12788,1.23
12801,-1.62
12815,0.60
12828,1.10
12841,-1.73
12855,0.56
12868,0.96
12882,-1.06
12895,-0.09
12908,0.75
12922,-1.14
12935,1.17
12948,0.95
12962,-2.33
12975,0.27
12989,1.22
13002,-0.46
13015,-0.55
13028,1.27
13042,-1.02
13055,0.48
13068,0.40
13082,-1.89
13095,0.33
13108,2.38
13122,-1.15
13135,-0.27
13148,0.17
13161,-1.49
13175,0.53
13188,2.93
13201,-2.17
13215,-0.98
13228,1.49
13241,-1.35
13255,0.10
13268,2.83
13282,-1.85
13295,-1.62
13308,1.96
13321,-1.07
13335,-0.32
13348,2.45
13362,-1.61
13375,-1.11
13388,2.12
13402,-1.55
13415,-0.07
13428,1.67
13442,-1.79
13455,-0.30
13468,2.66
13482,-0.98
13495,-2.14
13508,1.57
13522,-0.61
13535,0.36
13548,1.48
13561,-0.89
13575,-1.69
13588,1.29
13601,-0.33
13615,-0.45
13628,2.11
13642,-0.78
13655,-1.64
13668,1.37
13681,-0.51
13695,-0.82
13708,2.09
13722,-1.19
13735,-0.56
13748,2.10
13762,-1.84
13775,-1.02
13788,2.30
13802,-0.47
13815,-1.38
13828,1.77
13842,-1.05
13855,-0.33
13868,2.12
13882,-1.98
13895,-1.09
13908,2.37
13922,-0.36
13935,-1.34
13948,1.57
13962,-0.48
13975,-1.05
13988,1.59
14002,-0.75
14015,-1.15
14028,1.83
14042,-0.43
14055,-1.07
14068,1.64
14082,-0.67
14095,-1.17
14108,1.70
14122,-0.55
14135,-1.09
14148,1.72
14162,-0.58
14175,-1.12
14188,1.69
14201,-0.59
14215,-1.13
14228,1.70
14242,-0.58
14255,-0.96
14268,1.06
14282,0.10
14295,-0.74
14308,1.14
14322,-1.17
14335,-0.95
14348,2.33
14362,-0.27
14375,-1.38
14388,1.25
14401,-0.77
14415,-0.97
14428,1.96
14442,-0.45
14456,-1.16
14468,1.59
14481,-0.66
14495,-0.99
14508,1.08
14521,0.13
14535,-0.72
14548,1.15
14562,-1.17
14575,-0.95
14588,2.32
14606,-0.27
14615,-1.38
14628,1.25
14641,-0.77
14655,-0.97
14668,1.96
14681,-0.44
14695,-1.15
14708,1.59
14721,-0.66
14735,-1.14
14748,1.72
14762,-0.55
14775,-1.10
14788,1.71
14802,-0.58
14815,-1.13
14828,1.70
14842,-0.58
14855,-0.97
14868,1.06
14882,0.25
14895,-1.38
14908,1.67
14922,-0.14
14935,-2.18
14948,1.36
14962,0.46
14975,-0.17
14988,1.24
15002,-1.01
15015,-2.25
15028,1.00
15042,1.38
15055,0.41
15068,0.05
15082,-0.85
15095,-1.82
15108,1.62
15122,0.43
15135,-0.95
15148,2.29
15162,-0.96
15175,-2.11
15188,0.39
15201,1.55
15215,-0.90
15228,1.13
15241,0.12
15255,-1.84
15268,1.27
15282,0.07
15295,-2.42
15308,2.19
15322,1.62
15335,-2.27
15348,0.76
15362,0.25
15375,-2.14
15388,1.16
15402,1.87
15415,-1.63
15428,0.10
15441,0.75
15455,-1.64
15468,0.86
15482,1.28
15495,-1.92
15508,1.07
15521,0.37
15535,-2.05
15548,1.21
15561,1.76
15575,-1.87
15588,-0.07
15602,0.78
15615,-1.46
15628,1.03
15641,1.32
15655,-1.99
15668,0.98
15681,0.31
15695,-2.20
15708,1.89
15722,1.11
15735,-2.24
15748,0.49
15762,1.36
15775,-1.64
15788,0.40
15802,1.00
15815,-1.59
15828,0.78
15841,1.18
15855,-1.97
15868,1.08
15881,0.39
15895,-2.03
15908,1.22
15921,1.76
15935,-1.88
15948,-0.08
15962,0.78
15975,-1.46
15988,1.03
16001,1.32
16015,-1.84
16028,0.33
16041,0.99
16055,-1.67
16068,0.69
16081,1.20
16095,-1.68
16108,0.56
16122,1.09
16135,-1.72
16148,0.57
16161,1.12
16175,-1.85
16188,1.23
16202,0.45
16215,-2.08
16228,1.14
16241,1.71
16255,-1.87
16268,-0.05
16281,0.81
16295,-1.45
16308,1.03
16322,1.31
16335,-1.85
16348,0.32
16361,0.99
16375,-1.67
16388,0.69
16402,1.20
16415,-1.68
16428,0.56
16442,1.09
16455,-1.72
16468,0.57
16481,1.12
16495,-1.69
16508,0.59
16522,1.12
16535,-1.70
16548,0.58
16562,1.12
16575,-1.70
16588,0.58
16601,1.12
16615,-1.70
16628,0.58
16642,1.12
16655,-1.70
16668,0.58
16681,1.12
16695,-1.70
16708,0.58
16721,1.12
16735,-1.70
16748,0.58
16761,1.12
16775,-1.70
16788,0.43
16801,1.77
16815,-2.38
16828,0.20
16841,1.68
16855,-1.11
16868,0.41
16881,0.49
16895,-2.01
16908,0.84
16921,1.57
16935,-1.51
16949,0.43
16961,0.86
16975,-1.83
16988,0.61
17002,1.23
17015,-1.62
17030,0.60
17041,0.94
17055,-1.09
17068,-0.11
17081,0.58
17095,-0.50
17108,0.34
17121,1.22
17135,-2.44
17148,0.32
17161,2.25
17175,-1.32
17188,-0.77
17201,0.78
17215,-0.68
17228,1.30
17242,0.50
17255,-1.95
17268,-0.35
17281,1.24
17295,-0.55
17308,1.29
17321,0.65
17335,-2.67
17348,0.16
17361,1.48
17375,-0.94
17388,0.06
17401,2.29
17415,-2.14
17428,-1.18
17442,1.78
17455,-0.30
17468,-0.08
17481,0.92
17495,-1.58
17508,-0.37
17521,2.40
17535,-1.59
17548,-0.71
17561,1.77
17575,-0.68
17588,-0.59
17601,1.51
17615,-2.06
17628,-0.53
17641,2.89
17655,-0.42
17668,-1.82
17681,1.19
17695,-0.47
17708,-0.77
17721,1.99
17735,-1.34
17748,-0.42
17761,1.44
17775,-0.38
17788,-1.28
17801,1.45
17815,-1.24
17828,0.00
17841,2.61
17855,-1.89
17868,-1.30
17882,1.48
17895,-0.41
17908,-0.06
17921,1.81
17935,-2.17
17948,-0.70
17962,2.00
17975,0.23
17988,-1.16
18001,0.13
18015,-0.32
18028,-0.22
18041,2.02
18055,-1.65
18068,-0.68
18081,2.26
18095,-0.92
18108,-1.75
18122,1.82
18135,-0.70
18148,0.10
18161,1.33
18175,-0.83
18188,-1.55
18201,1.39
18214,-0.34
18228,-0.51
18241,2.06
18255,-0.80
18268,-1.48
18281,0.74
18295,0.18
18308,-0.43
18321,1.38
18335,-1.14
18348,-1.07
18361,2.19
18375,-0.33
18388,-1.37
18401,1.29
18415,-0.73
18428,-0.95
18441,1.96
18455,-0.45
18468,-1.16
18482,1.59
18495,-0.67
18508,-0.99
18521,1.08
18535,0.13
18548,-0.72
18561,1.16
18575,-1.17
18588,-0.95
18601,2.32
18615,-0.12
18628,-2.03
18641,1.92
18655,-0.39
18668,-1.53
18681,1.37
18695,-0.27
18708,-0.53
18722,1.91
18735,-0.92
18748,-1.44
18761,0.89
18775,0.27
18788,-0.46
18801,1.29
18815,-1.05
18828,-1.70
18841,2.92
18855,0.09
18868,-1.76
18881,0.05
18895,0.10
18908,0.20
18921,1.07
18935,-0.62
18948,-0.90
18962,0.82
18975,-0.11
18988,-0.44
19001,0.83
19015,-0.37
19028,-0.61
19041,0.86
19055,-0.10
19068,-1.18
19081,1.52
19095,0.08
19108,-1.13
19121,0.26
19135,-0.12
19148,0.07
19161,1.17
19175,-0.54
19188,-1.01
19201,0.66
19215,-0.14
19228,-0.31
19241,0.98
19255,-0.32
19268,-0.67
19281,0.77
19295,-0.31
19308,-0.54
19322,0.88
19335,-0.11
19348,-1.35
19361,2.01
19375,0.05
19388,-2.18
19401,0.44
19415,1.18
19428,-0.16
19441,1.04
19455,-0.95
19468,-2.42
19481,2.10
19500,0.53
19508,-1.22
19521,1.38
19535,0.97
19548,-2.64
19561,-0.04
19575,1.37
19588,-1.04
19601,0.96
19614,1.01
19628,-2.03
19641,0.38
19655,1.13
19668,-1.59
19682,0.66
19695,1.13
19708,-1.73
19721,0.56
19735,1.12
19748,-1.69
19761,0.58
19775,1.12
19788,-1.71
19801,0.57
19815,1.12
19828,-1.70
19841,0.58
19855,0.97
19868,-1.05
19881,-0.10
19895,0.74
19908,-1.15
19921,1.17
19935,0.95
19948,-2.48
19962,0.91
19975,0.70
19988,-1.79
20001,1.97
20015,0.88
20028,-2.51
20041,0.38
20055,1.43
20068,-1.51
20081,0.48
20095,0.86
20108,-0.97
20121,0.07
20135,0.78
20148,-1.27
20162,1.02
20175,0.90
20188,-2.27
20201,0.36
20215,1.43
20228,-1.25
20241,0.74
20255,0.94
20268,-1.97
20281,0.44
20295,1.16
20308,-1.59
20321,0.67
20335,1.15
20348,-1.72
20361,0.55
20375,1.10
20388,-1.71
20401,0.58
20415,1.12
20428,-1.69
20441,0.59
20455,1.12
20468,-1.70
20481,0.58
20495,1.12
20508,-1.70
20521,0.58
20535,1.12
20548,-1.70
20561,0.58
20575,1.12
20588,-1.70
20601,0.58
20615,1.12
20628,-1.70
20641,0.58
20654,1.12
20668,-1.70
20681,0.58
20695,1.12
20708,-1.70
20721,0.58
20735,1.12
20748,-1.70
20761,0.58
20775,1.12
20788,-1.70
20802,0.58
20815,1.12
20828,-1.70
20841,0.58
20855,1.12
20868,-1.70
20881,0.58
20895,1.12
20908,-1.70
20921,0.58
20935,1.12
20948,-1.70
20961,0.58
20975,1.12
20988,-1.70
21001,0.58
21015,1.12
21028,-1.70
21041,0.58
21055,1.12
21068,-1.70
21081,0.58
21095,1.12
21108,-1.70
21121,0.58
21135,1.12
21148,-1.70
21161,0.58
21175,1.12
21188,-1.70
21201,0.58
21215,1.12
21228,-1.70
21241,0.58
21255,1.12
21268,-1.70
21281,0.58
21295,0.97
21308,-1.06
21321,-0.09
21335,0.74
21348,-1.14
21361,1.17
21375,0.95
21388,-2.33
21401,0.27
21415,1.38
21428,-1.25
21441,0.77
21455,0.97
21468,-1.96
21481,0.45
21495,1.15
21508,-1.59
21521,0.51
21535,1.78
21548,-2.40
21561,0.17
21575,1.66
21588,-1.12
21601,0.41
21615,0.50
21628,-2.01
21641,0.84
21655,1.57
21668,-1.51
21681,0.43
21695,0.71
21708,-1.19
21721,-0.06
21735,0.85
21748,-1.06
21761,1.19
21775,0.93
21788,-2.36
21801,0.25
21815,1.37
21828,-1.25
21841,0.78
21855,0.98
21868,-1.95
21881,0.45
21895,1.16
21908,-1.59
21921,0.66
21935,1.14
21948,-1.57
21961,-0.10
21974,1.77
21988,-1.33
22001,0.03
22015,0.39
22028,-0.88
22041,0.54
22054,1.06
22068,-1.25
22081,0.07
22095,1.43
22108,-1.80
22121,-0.19
22135,1.57
22148,-1.63
22161,0.27
22175,2.28
22188,-0.47
22201,-2.03
22215,-0.08
22228,0.17
22241,0.36
22255,2.21
22268,-1.86
22281,-1.00
22295,2.25
22308,-1.53
22322,-0.96
22335,2.14
22348,-0.59
22361,-1.18
22375,1.10
22388,0.33
22401,-0.50
22415,0.47
22428,-1.38
22441,0.20
22455,1.80
22468,-1.20
22481,-0.51
22495,1.18
22508,-0.39
22521,-1.01
22535,1.64
22548,-1.35
22561,-0.27
22575,2.31
22588,-1.15
22601,-1.77
22615,1.06
22628,0.76
22641,-0.26
22655,1.01
22668,-1.62
22681,-1.23
22695,2.39
22708,-0.03
22721,-1.22
22735,1.26
22748,-0.85
22761,-1.05
22775,1.93
22788,-0.44
22801,-0.98
22815,0.96
22828,0.02
22841,-0.76
22855,1.16
22868,-1.14
22881,-0.93
22895,2.49
22908,-0.91
22921,-0.56
22935,0.98
22948,-0.66
22961,-1.03
22975,0.93
22988,0.27
23001,-0.29
23015,1.41
23028,-1.38
23041,-1.26
23055,1.40
23068,0.50
23081,-0.70
23094,0.92
23108,-1.33
23121,-0.92
23134,2.45
23148,-0.19
23161,-1.25
23175,0.54
23188,-0.14
23201,-0.44
23214,0.78
23228,-0.33
23241,-0.43
23254,1.02
23268,-0.27
23281,-0.85
23294,1.34
23308,-1.02
23321,-1.03
23334,2.15
23348,-0.32
23361,-1.27
23375,1.40
23388,-0.72
23401,-0.87
23415,1.22
23428,0.18
23441,-0.77
23455,1.07
23468,-1.22
23481,-0.95
23495,2.35
23508,-0.24
23521,-1.37
23535,1.25
23548,-0.78
23561,-0.98
23575,1.95
23588,-0.45
23601,-1.00
23615,0.95
23628,0.02
23641,-0.61
23655,0.52
23668,-0.46
23681,-0.39
23695,1.13
23708,-0.18
23721,-0.68
23735,0.67
23748,-0.37
23761,-0.68
23775,1.58
23788,-0.91
23801,-0.93
23815,1.39
23828,0.27
23841,-0.75
23854,0.22
23868,-0.60
23881,-0.45
23895,1.95
23908,-0.77
23921,-1.24
23935,1.80
23948,-0.51
23961,-1.08
23975,0.89
23988,0.06
24001,-0.61
24015,1.29
24028,-1.12
24041,-0.85
24055,1.59
24068,0.36
24081,-0.84
24095,0.08
24108,-0.65
24121,-0.40
24135,2.03
24148,-0.72
24161,-1.09
24174,1.12
24188,0.13
24201,-0.87
24215,0.82
24228,-0.39
24241,-1.97
24255,2.14
24268,1.40
24281,-1.03
24294,-0.31
24308,-1.07
24321,-1.65
24335,2.68
24348,2.50
24361,-2.56
24375,-0.37
24388,-0.42
24402,-0.88
24414,1.40
24428,1.58
24441,-0.92
24454,-0.59
24468,0.01
24481,-1.63
24494,2.11
24508,0.69
24521,-1.73
24535,0.06
24548,1.26
24561,-1.12
24575,0.85
24588,-0.04
24601,-1.52
24615,1.03
24628,1.04
24641,-2.08
24655,1.37
24668,0.79
24681,-2.17
24694,1.47
24708,0.69
24721,-2.32
24735,0.72
24748,1.65
24761,-1.52
24775,0.33
24788,0.87
24801,-1.83
24814,1.40
24828,0.53
24841,-2.16
24855,1.01
24868,1.66
24881,-1.82
24895,0.03
24908,0.85
24921,-1.61
24935,1.64
24948,0.61
24961,-2.24
24975,0.88
24988,1.58
25001,-1.83
25015,0.07
25028,0.89
25041,-1.43
25055,1.00
25068,1.28
25081,-1.87
25095,0.31
25108,0.99
25121,-1.66
25134,0.70
25148,1.21
25161,-1.68
25175,0.56
25188,1.09
25201,-1.72
25214,0.57
25228,1.12
25241,-1.70
25255,0.59
25268,1.13
25281,-1.70
25295,0.58
25308,1.12
25321,-1.70
25334,0.58
25348,1.12
25361,-1.70
25375,0.58
25388,1.12
25401,-1.70
25414,0.58
25428,1.12
25441,-1.70
25455,0.58
25468,1.12
25481,-1.70
25495,0.58
25508,1.12
25521,-1.70
25534,0.58
25548,1.12
25561,-1.70
25575,0.58
25588,1.12
25601,-1.70
25615,0.58
25628,1.12
25641,-1.70
25655,0.58
25668,1.12
25681,-1.70
25694,0.58
25708,1.12
25721,-1.70
25734,0.58
25748,1.12
25761,-1.70
25775,0.58
25788,1.12
25801,-1.70
25815,0.58
25828,1.12
25841,-1.70
25854,0.58
25868,1.12
25881,-1.70
25894,0.58
25908,1.12
25921,-1.55
25935,-0.06
25948,1.80
25961,-1.32
25975,0.02
25988,0.53
26001,-1.53
26015,1.21
26028,1.43
26041,-1.96
26055,0.13
26068,0.93
26081,-1.55
26094,0.84
26108,1.25
26121,-1.73
26134,0.47
26148,1.04
26161,-1.72
26175,0.60
26188,1.00
26201,-1.04
26214,-0.24
26228,1.38
26241,-1.82
26254,0.63
26268,2.14
26281,-2.26
26295,-0.93
26308,1.98
26321,-0.60
26334,0.14
26348,0.85
26361,-2.42
26374,0.16
26388,2.89
26401,-0.83
26415,-0.79
26428,0.23
26441,-2.44
26455,1.36
26468,2.64
26481,-1.17
26495,-0.30
26508,-0.21
26521,-1.40
26535,0.46
26548,1.46
26561,-0.88
26574,0.79
26588,1.08
26601,-2.39
26615,-1.56
26628,3.00
26641,-0.30
26654,0.28
26668,-0.03
26681,-1.37
26695,-0.65
26708,2.32
26721,-0.46
26734,-1.31
26748,1.73
26761,-1.22
26774,-0.30
26788,1.38
26801,-0.49
26814,-1.13
26828,0.91
26841,-0.46
26854,0.40
26868,1.99
26881,-2.54
