Time (ms),EMG Value
2002,27.14
2015,-9.10
2029,-16.97
2042,26.55
2055,-10.03
2069,-16.78
2082,26.44
2095,-9.22
2109,-16.87
2122,26.15
2135,-9.53
2149,-18.09
2162,27.89
2175,-8.64
2189,-17.24
2202,25.02
2215,-9.81
2229,-16.21
2242,27.22
2255,-10.09
2269,-17.04
2282,26.45
2295,-9.05
2309,-16.86
2322,25.95
2335,-9.56
2349,-18.57
2362,27.93
2375,-6.95
2389,-17.56
2402,23.41
2415,-10.79
2429,-14.69
2442,28.97
2455,-9.58
2469,-19.52
2482,24.92
2495,-8.78
2509,-14.14
2522,26.54
2535,-11.14
2549,-17.82
2562,26.43
2575,-8.36
2589,-15.95
2602,25.65
2615,-10.27
2629,-16.82
2642,26.30
2655,-9.17
2669,-16.17
2682,25.23
2695,-8.38
2709,-16.78
2722,24.45
2735,-8.73
2749,-15.83
2762,26.03
2775,-9.38
2789,-16.94
2802,24.86
2815,-9.37
2829,-14.28
2842,25.36
2856,-10.25
2869,-16.07
2882,25.04
2895,-9.54
2909,-15.73
2922,25.92
2935,-8.82
2949,-16.38
2962,25.36
2975,-10.83
2989,-16.35
3002,27.88
3015,-9.22
3029,-17.94
3042,26.02
3055,-10.20
3069,-16.05
3082,28.57
3095,-10.39
3109,-19.00
3122,26.13
3135,-8.65
3149,-16.30
3162,27.94
3175,-10.21
3189,-18.34
3202,25.62
3215,-9.29
3229,-14.81
3242,26.74
3255,-11.30
3269,-16.75
3282,25.96
3295,-8.41
3309,-16.72
3322,25.46
3335,-9.00
3349,-16.16
3362,24.16
3375,-8.31
3389,-15.59
3402,24.96
3415,-8.99
3429,-16.17
3442,23.74
3456,-7.77
3469,-15.99
3482,24.92
3495,-8.55
3509,-15.23
3522,22.76
3535,-9.62
3549,-14.25
3562,25.67
3575,-8.99
3589,-16.40
3602,23.79
3615,-9.49
3629,-13.82
3642,23.85
3655,-8.23
3669,-15.35
3682,22.59
3695,-9.01
3709,-13.31
3722,22.93
3735,-8.53
3749,-13.67
3762,21.73
3775,-9.18
3789,-14.04
3802,24.33
3815,-9.43
3829,-14.53
3842,23.81
3855,-8.94
3869,-15.99
3882,24.27
3895,-7.65
3909,-15.58
3922,22.81
3935,-7.80
3949,-14.40
3962,22.30
3975,-9.12
3989,-13.33
4002,24.06
4015,-9.71
4029,-15.46
4042,22.36
4055,-5.80
4069,-14.37
4082,21.65
4095,-9.70
4109,-15.18
4122,27.45
4135,-10.02
4149,-17.41
4162,24.52
4175,-7.49
4189,-14.70
4202,22.88
4215,-9.24
4229,-14.70
4242,22.93
4255,-6.21
4269,-16.20
4282,22.25
4295,-7.80
4309,-13.63
4322,23.20
4335,-10.10
4349,-14.75
4362,23.36
4375,-7.58
4389,-13.83
4402,21.81
4415,-8.13
4429,-14.09
4442,21.51
4455,-8.82
4469,-12.49
4482,22.04
4496,-7.81
4509,-14.12
4522,21.12
4535,-7.93
4549,-14.04
4562,21.88
4575,-5.99
4589,-12.96
4602,17.42
4615,-8.99
4629,-10.61
4642,23.06
4655,-6.48
4669,-16.03
4682,16.78
4695,-5.52
4709,-8.19
4722,16.22
4735,-5.47
4749,-10.26
4762,14.28
4775,-8.26
4789,-9.88
4802,22.90
4815,-8.45
4829,-13.61
4842,19.80
4855,-8.32
4869,-12.48
4882,20.17
4895,-6.19
4909,-12.49
4922,18.03
4935,-5.72
4949,-11.02
4962,16.00
4975,-6.12
4989,-10.33
5002,17.12
5015,-6.17
5029,-9.98
5042,15.29
5055,-6.32
5068,-9.94
5082,16.67
5095,-4.48
5109,-10.03
5122,11.03
5135,-3.06
5149,-5.22
5162,8.66
5175,-4.88
5189,-6.76
5202,19.76
5215,-13.84
5229,-14.58
5243,26.90
5255,-4.28
5269,-15.46
5282,16.33
5295,-9.16
5309,-11.41
5322,22.63
5335,-5.60
5349,-13.12
5362,18.62
5375,-7.27
5389,-13.71
5402,17.54
5415,-4.60
5429,-10.24
5442,18.24
5455,-7.56
5469,-11.59
5482,16.93
5495,-5.64
5509,-10.16
5522,15.74
5535,-6.55
5549,-8.52
5562,15.20
5575,-5.88
5589,-9.40
5602,14.66
5615,-5.28
5629,-10.02
5642,15.35
5655,-5.05
5669,-10.00
5682,16.00
5695,-6.29
5709,-10.45
5722,16.22
5735,-5.55
5749,-11.20
5762,17.42
5775,-5.52
5789,-10.77
5802,15.79
5815,-7.25
5828,-9.58
5842,18.07
5855,-6.14
5868,-11.00
5882,14.41
5895,-4.30
5909,-8.82
5922,12.49
5935,-3.67
5949,-6.36
5962,7.98
5975,-1.27
5989,-5.85
6002,5.30
6015,-1.49
6028,-0.45
6042,2.24
6055,-0.77
6069,-1.98
6082,1.01
6095,-0.61
6109,-3.28
6122,16.64
6135,-17.07
6149,-12.15
6162,28.20
6175,-2.60
6189,-15.39
6202,9.63
6215,-6.01
6228,-4.53
6242,6.15
6255,7.22
6269,0.34
6282,-5.16
6295,-7.99
6309,0.68
6322,12.88
6335,-5.78
6348,-8.84
6362,18.81
6375,-10.53
6389,-12.56
6402,17.96
6415,-1.57
6429,-9.69
6442,10.25
6455,-5.40
6469,-6.74
6482,10.25
6495,0.40
6509,-4.41
6522,3.47
6535,-3.59
6548,-3.99
6562,7.86
6575,-1.25
6589,-2.48
6602,2.99
6615,-2.57
6629,-2.80
6642,5.83
6655,-1.52
6669,-3.32
6682,4.32
6695,-1.18
6709,-3.57
6722,6.69
6735,-5.76
6748,-2.50
6762,9.07
6775,-3.11
6789,-5.21
6802,6.39
6815,-2.58
6829,-4.14
6842,5.94
6855,-0.62
6869,-2.63
6882,3.59
6895,-3.58
6909,-2.02
6922,6.74
6935,-2.02
6949,-4.50
6962,3.82
